Station ID,Address,Charger Type,Availability,Station Operator,Connector Types,Renewable Energy Source,Annually,Monthly,Quarterly,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40
-3.033356,37.778631,-23.538056,-33.860295,-33.843426,37.682836,52.575971,41.971136,19.43116,25.332029,1.597832,25.325448,43.749309,34.089622,-23.5594,37.675722,55.753695,19.560628,37.562803,37.851937,51.465721,-23.637169,19.450902,55.714752,52.562333,-33.897659,37.547401,41.974278,-23.698365,41.915276,85.165465,43.655258,52.581127,25.36576,43.655309,55.79744,52.545977,52.596253,13.760868,18.964042,48.958369,-33.81016,55.879945,34.138815,-33.785547,19.597169,52.463805,52.445281,37.55136,-33.78089
61.004456,41.884002,-33.76191,25.236393,39.810483,19.543116,19.483436,39.822544,-33.873178,-23.667966,9.932822,39.821086,19.173418,-33.747975,-23.507063,19.576476,52.500381,-33.731909,13.837657,19.007854,-52.436257,-23.688265,13.870118,34.109866,37.62229,52.491942,55.772837,-23.666271,25.331284,37.570934,84.778257,-23.658027,43.606139,37.72726,39.987653,37.534728,37.610151,18.921718,39.839128,41.957508,-83.184662,-33.87865,19.431563,18.987631,37.824611,34.172633,18.933256,37.812672,37.72623,52.520378
0.634947,34.132142,37.770374,43.733377,39.815507,-33.88237,37.814073,13.837329,39.922166,41.954383,13.3136,19.531243,37.568225,25.330827,39.904285,18.90395,-33.820001,18.983008,19.555677,-33.804519,-38.401154,34.082281,55.760189,52.568748,52.541054,19.529929,13.891963,-33.789102,13.730673,41.829824,-65.289391,37.723098,19.463342,25.363032,37.746507,-33.75282,-33.868929,37.543691,19.026976,25.351373,-3.262639,37.705789,13.854151,55.719927,39.882212,19.56874,52.453432,37.642391,41.917039,18.904943
36.953117,41.886104,19.528758,-33.830748,34.176882,41.936576,55.813001,55.887007,52.53155,-33.874737,-3.003449,41.903629,43.605411,39.862598,34.131131,13.867225,43.744934,41.943474,13.777899,41.939734,32.388876,43.735573,52.581069,37.602713,43.613981,55.850404,55.844491,55.740953,55.793066,-33.717843,56.879558,34.118738,37.538673,37.637762,55.732536,52.440392,37.703979,37.510422,19.106153,41.90781,-46.565147,52.440242,34.061764,52.555851,13.858178,37.706375,43.644046,34.075727,13.703215,55.858327
5.478485,41.824044,43.788528,37.770785,52.440623,52.596292,41.991458,-33.82899,19.133879,43.759847,35.01421,37.591769,55.707002,37.61675,-33.817097,34.128749,13.785824,19.599894,19.446297,39.83285,-82.853337,34.063584,19.413336,-33.830571,39.96037,19.177961,41.912689,41.895793,-33.769583,37.535743,-34.610485,-33.824713,-33.700145,43.688029,55.817384,37.561417,39.944362,52.451519,39.927522,19.07913,-60.241584,55.723382,19.422713,39.879067,19.465731,25.31255,52.462754,52.407121,25.281375,13.858255
-40.857002,37.669557,43.625009,52.478785,-33.791119,-23.524023,13.842187,25.360346,13.844398,37.774918,63.474893,19.126456,37.578193,-33.70819,19.455329,18.914199,13.703452,-33.764776,-33.862977,-33.734527,-50.676136,37.549202,34.145077,34.012403,52.51417,37.882773,13.77701,-33.813613,19.14846,-33.866692,39.465607,19.51882,43.665288,19.19279,-23.53632,-33.77961,-33.864157,19.597361,34.081916,-33.746956,-45.801232,41.889223,37.618567,-23.682236,55.887965,-33.76537,34.11479,55.889464,19.073344,-33.855118
-45.063217,41.81349,-33.783924,25.34324,55.716873,19.154062,19.443046,13.789248,37.552891,34.115914,23.818488,37.659451,25.298952,52.427302,-33.771737,-23.647282,-33.869684,37.522762,37.711699,18.963157,-35.227662,52.547627,37.537072,-23.511272,52.454408,19.561485,37.766035,39.806229,37.854571,19.437317,71.523671,-23.640338,41.897809,19.15366,25.283494,37.884613,43.754166,-33.734034,-33.876366,-33.733611,-84.755582,55.721235,19.546817,55.875329,37.520083,13.801422,25.248935,52.544361,-33.877768,19.133029
-48.631504,13.739414,37.866185,-23.611855,-23.651432,52.588358,34.080742,37.512098,25.264653,55.77932,-59.187341,-33.89759,34.021308,-33.8606,55.769895,52.554619,-33.879878,41.841869,55.719552,43.773221,-35.633636,37.863969,37.77831,-23.55576,-23.517188,19.139026,25.38705,34.192441,-23.611967,37.50667,-59.872218,13.757046,19.092923,37.540251,13.81295,37.585683,-33.873785,19.502536,37.539328,19.526085,4.047121,37.580411,34.157268,-33.803254,37.5408,19.44184,-23.574965,-23.647162,13.726109,52.49327
68.260455,39.836208,37.878479,43.725953,43.72609,39.86464,37.755637,52.411955,55.892804,-23.558511,68.12537,37.70752,37.697936,19.478282,19.549961,37.576361,19.560194,34.177334,43.747557,13.87021,43.912876,13.746298,25.342144,37.713602,19.571709,-23.554411,34.017652,55.895445,52.502145,37.877652,72.657084,25.292025,-33.818521,43.792112,37.67733,55.862578,41.939778,19.413666,34.196756,39.905867,76.693669,-33.804698,19.534185,37.66505,34.104595,41.979413,-23.604063,25.30902,55.840737,55.723395
54.038515,41.946969,25.342619,52.458421,39.800085,25.263779,25.368636,41.879865,43.6304,19.502829,61.571877,41.877941,39.813102,37.777826,37.512865,19.169744,34.120239,-23.599086,52.426229,-33.832616,76.220089,52.596096,39.954783,25.272909,13.800464,52.563648,19.409907,19.534748,39.856894,13.884329,10.46809,39.967219,-33.765682,-23.543952,19.183707,39.975345,19.130021,37.843897,-33.891085,52.547184,82.248041,39.873563,37.697946,55.875531,39.861111,13.822395,-33.827291,-33.777926,52.507406,13.716496
27.002793,52.512216,13.842774,34.078744,-33.778266,13.799814,37.732382,52.463548,39.968228,43.7983,-76.300721,-23.56364,18.950544,18.937889,-33.777473,52.419112,52.494721,13.80088,19.453165,-23.514284,-71.116001,13.805158,55.895586,43.743359,39.899802,37.802751,37.565367,55.746809,19.548508,52.406412,-61.825276,55.837005,41.929399,19.059246,-33.78397,-23.684172,55.831728,19.009129,34.15867,19.437875,-69.224914,25.254607,-33.887846,37.529697,25.278725,55.790418,-33.724645,13.837387,52.507026,19.48674
-25.964345,19.082476,37.537837,55.71537,19.150635,34.195379,43.790898,41.970361,-33.851793,18.948073,-34.974387,39.837208,52.554778,-33.82479,37.556992,37.551898,-33.839691,-23.634214,-33.769145,25.293735,18.674307,34.101843,-33.709479,37.775775,-33.747107,-33.748458,25.352324,-33.715823,41.972925,55.737496,-44.295779,34.024965,25.330477,-33.722096,18.951821,13.779263,18.932378,25.213189,-33.841741,55.822747,9.445906,39.960049,39.828486,41.883591,55.862757,-33.876989,39.956952,43.743756,-33.846264,52.489022
-36.146249,25.27983,25.30416,-33.702919,19.548655,-33.794587,19.423203,19.470749,19.577614,52.509095,-89.630746,34.17937,37.522961,34.167864,39.842594,-23.546267,37.611823,43.603322,39.880678,-33.854097,-22.389199,-33.863156,25.310429,41.887164,37.790101,37.711163,43.741636,34.149342,55.858277,-33.79532,-21.530008,13.838975,55.861183,25.365817,-33.757181,13.767861,19.061513,41.952905,34.057286,52.569783,30.502619,37.771477,19.496902,19.587605,19.538644,19.153957,25.290763,55.868708,-33.770391,41.917421
48.802887,25.39869,-33.818403,19.081626,55.840206,-33.733066,37.821741,41.908999,37.74472,55.761693,58.756469,39.926687,18.994451,-33.809074,41.99184,52.49597,43.617709,43.740851,39.962107,-33.861676,-52.957502,-33.849874,41.800259,13.89818,52.430338,39.893089,-23.658178,37.588283,19.407565,19.02126,-17.799939,-33.755611,13.779129,-33.729808,19.592201,37.50967,37.640348,41.935383,37.505805,34.178803,32.670231,41.950239,43.702691,43.628504,37.841908,39.848631,39.946664,19.576399,37.849394,55.77216
78.794764,41.895343,39.964159,-33.834676,13.85369,25.201834,43.76646,-23.564704,19.428016,25.313647,83.715905,52.491019,43.748797,39.934387,34.08529,13.867004,39.974875,52.592899,18.938384,-33.710036,75.362552,41.825729,19.125079,43.75232,19.432797,39.805457,34.139995,-23.653557,39.869876,43.738033,-79.77322,52.411659,37.70264,52.400082,41.900814,13.829712,37.621942,18.950461,41.985011,13.848854,59.916673,19.568486,-33.734968,19.557005,34.010807,39.938218,-33.88807,19.061128,19.172069,-33.710382
76.725564,52.433953,34.044624,39.933035,-23.61953,18.917158,37.731986,19.426657,13.841572,43.6642,70.979828,39.965361,19.114804,19.463641,-33.89503,13.879457,19.567165,-33.887164,-23.663372,55.836149,73.388051,43.726371,37.695295,-33.815819,25.284982,-33.873118,-33.77612,34.023187,-33.882882,37.864619,-83.623067,-33.739927,-23.637914,13.887796,43.74215,19.496756,43.619739,37.822372,37.899761,37.517466,56.823748,37.747586,37.781538,25.315161,39.964413,19.046437,-23.590234,-33.7652,-33.845189,13.72851
32.978421,37.698198,37.576888,39.898813,39.9289,43.798651,37.677911,18.953044,55.839801,37.643524,-24.259794,-23.504398,13.799237,25.395844,13.838505,19.520058,34.041058,19.58155,55.813575,34.168419,-50.106559,41.810413,19.546299,-33.860879,41.961902,-23.643465,-23.695879,13.871558,55.86184,55.782583,50.599395,13.783975,-33.749004,34.01742,37.716852,-23.553712,52.569267,37.771452,19.062232,18.935566,-89.68085,41.903474,52.59717,25.359915,-33.814708,25.33702,-23.557687,43.713095,41.855673,-33.868569
-2.395072,37.898223,39.874911,39.947259,-33.853662,13.722958,39.962357,-33.880044,25.377555,52.406609,13.650951,37.882349,13.848256,37.771047,43.679517,43.732759,18.947638,18.906414,13.860588,-33.784196,-46.883235,-33.776436,19.412087,19.016195,37.632099,39.993801,41.838451,39.948154,39.82611,34.181975,-69.752762,25.250222,39.821,52.52588,13.745612,19.536237,52.440178,55.801982,37.532968,41.894034,57.877122,19.088334,25.239124,37.829809,13.787581,37.844106,-33.750842,41.942824,-23.68555,19.048991
76.604566,-23.676579,34.070571,41.851339,43.780249,-33.869466,41.917358,25.207299,37.845804,-33.704646,24.756145,39.803864,18.99877,34.044496,13.750524,43.727091,19.478068,19.477122,19.095753,43.637381,-54.301943,19.51779,43.635197,-33.889779,55.899262,43.667948,34.091504,13.864532,-23.588261,41.843215,-9.192887,25.359871,55.850415,25.21714,34.172192,-33.782654,43.772071,43.734919,19.490392,52.489068,60.868716,39.953508,13.721363,34.059147,37.569335,19.472514,41.802405,39.962174,19.550068,13.88778
53.893264,-33.871189,25.327424,37.814725,41.951734,13.826333,19.404803,43.782811,37.714611,25.389136,-40.297221,37.860244,55.813597,34.14583,13.773682,37.747318,43.695818,52.534593,43.602848,-23.627983,9.306702,-33.716408,34.104737,52.493661,13.771173,-33.738616,19.568668,18.924582,-33.7589,18.964283,35.505385,55.789901,19.191937,-23.620952,34.164725,-23.594453,34.196627,13.832308,13.840796,13.767723,70.911947,37.658297,-33.886963,25.376069,-23.591487,52.532774,43.74934,41.941714,37.689858,-33.843971
-57.701685,25.396227,55.769315,37.613896,39.862013,41.829132,55.852735,37.750931,-23.566639,-23.602626,46.441567,37.542576,37.608479,-33.814797,25.295527,19.559896,43.759472,19.093508,55.753785,13.83662,-28.964475,13.837605,37.784376,19.403282,-33.777896,39.806121,13.862803,34.166528,-33.761083,-23.585046,-26.993491,55.859016,25.353507,34.170314,41.891706,43.78653,37.687757,41.984068,52.490957,13.810162,-85.695299,-33.744747,-33.862499,-23.523087,37.736261,52.456676,-23.662993,-23.532333,37.641335,25.223986
47.991905,34.07302,18.924948,39.937267,37.737097,-33.730563,34.19716,37.808493,25.281545,19.181078,-47.477731,-33.812774,41.921261,41.960446,43.784148,13.876574,25.225085,19.549812,43.65227,37.791589,81.222294,37.609121,19.173221,52.413067,34.154771,55.76269,18.991613,34.06707,37.548993,13.745374,-9.035979,52.583017,25.297962,-23.643987,-33.873435,43.663832,-33.777361,19.534094,34.089482,-23.589022,12.318994,19.551547,-33.736401,34.180172,19.163596,19.065799,52.528166,55.722519,-23.59112,19.033715
2.442081,-33.843321,37.6867,13.851525,19.542989,-23.540255,43.751928,-33.743485,37.59111,52.437474,84.035706,-33.723027,43.700939,19.030923,13.883884,-33.845981,39.933093,52.557716,34.141395,55.815717,-84.897868,-23.658571,55.715042,18.952585,52.572004,-23.515273,-23.655114,13.758344,-23.6059,-23.692142,-69.899046,37.58407,13.819715,37.834019,55.863291,39.902491,-33.752391,34.113918,37.744419,25.367362,-3.909207,25.268325,-23.620898,25.347957,41.837516,55.720092,19.115795,25.343923,13.730422,-33.807381
9.914682,25.329169,-23.692287,37.849751,-33.788315,19.470373,34.132381,18.976169,19.027291,41.937812,-37.190364,34.017385,-23.699997,19.189171,34.126648,-33.864094,34.159162,41.924232,52.504188,19.562396,-69.103934,34.006596,19.186502,19.014543,13.79701,25.201664,37.592174,19.135727,19.494896,37.619779,-79.496518,19.508011,37.848814,13.814622,41.855205,19.559476,19.481024,19.412566,43.760173,19.463456,2.434672,-23.510484,-33.808026,37.79553,-23.535981,25.355926,-23.633354,19.43903,-33.816343,52.461955
-15.797864,52.577535,-23.566775,41.99416,19.593428,19.044419,19.520961,-23.531573,-23.602123,19.508543,-26.022753,37.547895,19.51408,43.70302,41.962887,39.977304,-33.813838,19.400058,55.817463,37.643646,-16.479485,43.607699,37.527207,55.826864,-23.521676,37.806306,41.951822,-33.753264,-23.505336,25.345934,-42.45117,18.923066,13.796134,13.899589,19.096876,-33.723116,39.83221,52.511966,-23.56336,37.835327,45.691345,37.64068,37.804631,25.32215,34.073201,13.85982,-23.640027,43.769634,52.510309,-23.678082
79.523831,34.11292,37.653803,19.184291,-23.563124,18.987467,18.974258,52.554068,52.524684,-33.856244,38.842119,55.828424,18.996544,25.25431,39.977083,37.806436,39.891366,13.778737,55.720719,41.915881,-26.655435,19.444782,55.891066,37.775026,25.31629,52.523713,52.523624,37.776633,34.086143,34.079717,-87.862196,41.913442,-33.7308,37.626421,19.51328,25.298775,19.112952,19.057296,34.069134,25.258077,-70.600354,19.502512,39.982644,34.007711,52.412687,25.310958,13.871553,55.838961,37.663588,52.42666
-33.795433,19.416332,-33.891575,37.606798,41.907597,52.494792,52.446237,-33.828238,41.901076,-33.774518,-37.899292,43.668766,55.744539,52.573924,55.719082,25.345043,39.885191,25.248935,41.921339,34.199939,-33.501204,-33.787642,41.881697,37.801461,-33.883588,19.032933,-33.773538,-33.778575,-23.507698,13.892102,58.785804,13.741488,19.563302,52.479794,37.590407,19.092648,19.445856,52.494949,34.075931,25.230951,-2.638197,13.760914,34.135642,19.156718,-23.569265,25.303845,39.893785,19.46523,-23.554147,39.901139
-14.465456,-33.718033,-33.889752,-33.755571,41.979379,25.361641,18.958268,-23.676881,37.783103,19.590122,52.18593,19.125694,-33.882233,-33.75452,-33.733571,-33.795627,19.102745,39.971434,19.40119,39.954683,-19.312192,19.058914,-33.849463,-23.61757,52.449627,25.285352,41.903549,13.822447,25.388156,41.932348,-80.775083,-33.78385,-23.62056,19.168384,52.581639,43.743732,39.939747,43.788786,39.853846,37.802881,-50.11544,19.071618,13.826212,25.237243,52.50679,13.803702,52.495176,19.544642,34.099776,37.875903
-30.286654,18.958095,-33.833168,55.772101,52.597085,52.430911,41.849058,19.015508,37.617947,52.466803,-24.578696,43.608066,19.506846,18.956088,13.81283,43.7804,41.807225,43.744685,37.872636,19.506951,28.984955,25.340436,37.666021,13.767731,37.691174,39.932494,41.891211,52.448014,43.75227,52.447262,-5.248134,37.690029,55.765216,41.939742,19.506975,37.858428,-33.828338,-23.648345,25.335844,-33.822494,86.536065,52.5776,-33.744172,13.866888,-33.719691,41.951732,43.777042,-33.766492,43.638272,19.537385
-36.888828,37.804266,-23.552833,25.265021,19.475706,39.857075,52.502102,34.068104,13.767882,34.045233,-65.268368,37.534929,34.174501,39.88537,-33.794759,-33.833121,39.97047,34.012008,34.004018,34.175349,66.858607,-33.877693,-23.523922,41.993319,13.831057,41.943392,-23.680789,37.747911,52.458294,18.900976,58.571392,37.800877,52.414195,-33.851963,55.703896,52.517586,37.867618,-23.641121,37.838478,-33.860406,45.071967,13.772779,37.626296,-33.793584,-33.810787,34.000594,37.781615,19.455758,19.46376,-33.886676
71.508746,55.758091,52.570647,37.607025,37.709658,-33.733309,39.93047,41.873025,19.586221,13.758533,-26.303618,43.630734,52.435186,43.684986,55.803057,-23.572552,13.767928,19.513851,37.688723,19.410378,5.285067,41.843091,37.876611,55.723117,19.043693,52.578696,37.834326,41.899939,52.542547,43.798142,44.092179,-33.833044,25.223891,-33.812375,19.154032,25.251219,39.824971,37.893347,43.714493,41.894245,-34.448053,43.633996,25.208639,37.730029,41.89322,18.996577,-23.632054,43.788999,-33.76619,39.875806
77.69797,25.258702,43.622055,-33.893006,13.830034,39.828925,19.075273,19.502877,41.927905,-33.773953,-45.979321,39.860172,39.849689,19.510836,-23.533458,55.833012,-23.547529,-33.86167,41.848775,34.034549,-68.615556,55.709106,41.898736,37.612818,-33.777468,34.078532,13.863776,37.618684,13.776158,19.495732,66.571816,55.851838,41.867158,-33.877974,55.830541,37.786465,41.849506,-33.812729,39.830853,13.786705,30.77854,34.067128,-33.762278,52.476957,34.066201,-23.510241,19.034273,37.541174,37.777201,-33.892509
39.25577,19.066147,13.763466,37.617477,19.085227,55.832442,18.92514,-33.722899,41.889072,13.74465,33.129827,-33.769983,19.06055,39.964342,19.015867,55.720676,39.920314,-23.681795,39.845364,18.944468,27.867645,55.878822,-33.889428,37.784671,52.412519,34.172134,-33.82437,55.789526,52.402962,39.964878,-64.584674,-33.851825,13.843255,25.390814,39.989834,18.926557,39.89538,-33.858253,-33.840925,34.001646,15.956701,-23.653051,37.592551,37.700621,-23.667432,37.548116,-33.896156,41.871455,34.008569,52.572057
-36.706213,55.820962,13.730102,13.768702,34.174725,-23.520579,-33.720381,19.574372,41.939178,55.892942,77.52269,-23.552252,25.329666,25.231045,19.184043,43.637797,41.968214,37.560469,37.773616,52.594258,-47.515372,39.967875,41.812465,19.460105,37.714207,37.792027,37.664447,-23.569934,37.577625,13.7745,32.421551,18.932855,13.836379,13.818379,43.675507,25.372483,13.827982,13.769152,43.775222,-23.511383,-29.437558,19.467043,39.867298,37.77672,13.731866,52.40522,41.890053,37.814093,37.559306,55.882018
-14.624514,37.776269,52.403838,19.538088,37.558628,-33.839262,25.361615,37.647837,-23.69118,13.771828,-78.709273,-33.744876,34.052811,-33.761628,-33.859816,18.994635,-23.550044,41.975884,41.99732,13.896897,-77.501066,55.833432,37.893016,-23.59348,-33.884796,43.717287,37.619343,52.577274,52.469322,43.616659,8.860373,19.408299,41.830916,43.754544,43.681249,43.686931,18.987269,25.385603,25.302693,37.680141,-22.995698,43.767193,52.457085,43.749039,-33.782422,34.017028,34.128377,55.759965,37.726816,13.823421
-24.837212,43.687844,37.562308,13.809459,25.328955,-33.857431,19.082821,41.825672,-33.803988,34.013409,-19.020507,37.858137,13.73125,52.519363,19.565025,19.088399,-23.674895,55.865368,39.870108,19.577444,51.187496,34.176136,-23.511513,37.856504,37.885623,25.307255,39.814473,39.990756,43.780151,37.869724,-43.969002,-23.632667,25.361589,37.753875,37.696572,25.250736,34.141568,19.512012,41.827721,19.563128,-40.96053,-33.718421,52.446377,-33.702867,-33.708221,41.847814,34.089528,41.975276,-33.706283,34.043339
-19.675855,-23.692845,25.393882,-33.835095,43.674678,52.582358,25.303123,39.919243,37.688237,-33.851933,-56.116557,19.56864,25.207237,43.765941,25.381529,19.472826,34.071681,-33.779752,52.52941,55.872506,-21.531911,55.876451,13.723347,52.415444,-33.864996,13.801592,43.788586,52.422403,37.73867,43.617869,56.03461,19.176731,-33.867701,55.899682,52.585174,34.170136,19.013708,41.931442,13.84979,39.972864,79.364641,41.967394,55.704277,18.983657,-33.740927,37.548627,25.339403,25.315946,37.797171,37.501545
-20.74123,37.600483,55.859237,-23.622822,-23.678169,41.860176,41.839618,19.496801,-33.736775,41.946956,36.373001,-33.765254,55.739251,39.906754,39.840977,19.403056,25.207833,41.929357,-23.681767,34.138421,-55.527516,39.890239,34.027761,19.473869,34.085448,34.03234,41.979642,25.343728,52.526023,37.7469,60.58781,-23.576572,41.97029,43.620912,43.65642,13.881011,55.821311,34.191166,52.441638,43.687378,53.363303,43.601006,37.792013,-33.71968,19.565944,39.889631,19.177619,19.435015,25.388259,52.425389
83.925964,34.024178,-33.754768,25.390033,19.575519,-33.743796,55.748355,37.583932,37.50984,-33.757512,-31.963893,37.892735,37.805514,43.776975,55.894134,-33.844785,39.881485,41.850184,25.255466,37.662134,50.77864,39.931777,39.842042,13.844829,34.057973,19.068394,39.835019,55.796279,25.249454,41.904141,27.51296,52.452533,39.957654,34.158459,13.841206,55.801562,41.913832,41.938688,43.669751,-33.750859,74.560342,52.452026,25.326692,43.788298,19.40935,41.918758,37.867835,19.596346,55.873449,52.513608
