Economy ISO3,Economy Name,Indicator ID,Fixed broadband - All subscriptions,Fixed broadband - All subscriptions per 100 inhabitants,Fixed broadband - Cable subscriptions,Fixed broadband - Cable subscriptions per 100 inhabitants,Fixed broadband - DSL subscriptions,Fixed broadband - DSL subscriptions per 100 inhabitants,Fixed broadband - Fibre/LAN subscriptions,Fixed broadband - Fibre/LAN subscriptions per 100 inhabitants,Fixed broadband - Other subscriptions,Fixed broadband - Other subscriptions per 100 inhabitants,Fixed broadband - Satellite subscriptions,Fixed broadband - Satellite subscriptions per 100 inhabitants,Fixed broadband - Terrestrial Fixed Wireless subscriptions,Fixed broadband - Terrestrial Fixed Wireless subscriptions per 100 inhabitants,Mobile broadband - All subscriptions,Mobile broadband - All subscriptions per 100 inhabitants,Mobile broadband - Data and Voice subscriptions,Mobile broadband - Data and Voice subscriptions per 100 inhabitants,Mobile broadband - Data only subscriptions,Mobile broadband - Data only subscriptions per 100 inhabitants,Mobile broadband - M2M subscriptions,Mobile broadband - M2M subscriptions per 100 inhabitants,"Mobile data usage per mobile broadband subscription, GB per month"
BEL,Belgium,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
