Title,Movie Link,Duration,MPA,Votes,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,['Arabic'],['Bengali'],['Bhojpuri'],['Bulgarian'],['Cantonese'],['Czech'],"['Danish', 'English', 'German']","['Danish', 'English']",['Danish'],['Dutch'],"['English', 'American Sign Language']","['English', 'Arabic', 'Turkish']","['English', 'Arapaho']","['English', 'Cantonese']","['English', 'Chinese']","['English', 'Danish', 'German']","['English', 'French', 'Italian']","['English', 'French', 'Sanskrit']","['English', 'French', 'Spanish', 'German']","['English', 'French', 'Spanish', 'Italian', 'Arabic']","['English', 'French', 'Spanish']","['English', 'French']","['English', 'German', 'French']","['English', 'German', 'Italian']","['English', 'German']","['English', 'Greek']","['English', 'Hawaiian']","['English', 'Italian', 'French']","['English', 'Italian', 'Spanish', 'French']","['English', 'Italian']","['English', 'Japanese']","['English', 'Latin']","['English', 'Polish', 'German']","['English', 'Polynesian', 'French', 'Dutch']","['English', 'Spanish', 'Indonesian']","['English', 'Spanish', 'Italian', 'German']","['English', 'Spanish']","['English', 'Swahili', 'Italian', 'French']"
1962.0,171.0,1962.0,519.0,1962.0,191.0,1962.0,403.0,1962.0,309.0,1962.0,377.0,1962.0,375.0,1962.0,1962.0,98.0,1962.0,359.0,1962.0,237.0,1962.0,26.0,1962.0,79.0,1962.0,997.0,1962.0,88.0,1962.0,1962.0,168.0,1962.0,1962.0,1962.0,319.0,1962.0,289.0,1962.0,127.0,1962.0,26.0,1962.0,43.0,1962.0,182.0,1962.0,484.0,1962.0,10.0
1962.0,444.0,1962.0,682.0,1962.0,1962.0,1962.0,45.0,1962.0,118.0,1962.0,10.0,1962.0,127.0,1962.0,1962.0,262.0,1962.0,48.0,1962.0,26.0,1962.0,550.0,1962.0,876.0,1962.0,1962.0,123.0,1962.0,107.0,1962.0,1962.0,67.0,1962.0,250.0,1962.0,180.0,1962.0,98.0,1962.0,138.0,1962.0,88.0,1962.0,70.0,1962.0,1962.0,152.0,1962.0,360.0
1962.0,88.0,1962.0,387.0,1962.0,16.0,1962.0,55.0,1962.0,429.0,1962.0,139.0,1962.0,1962.0,13.0,1962.0,1962.0,88.0,1962.0,24.0,1962.0,912.0,1962.0,27.0,1962.0,119.0,1962.0,25.0,1962.0,111.0,1962.0,22.0,1962.0,386.0,1962.0,19.0,1962.0,1962.0,154.0,1962.0,179.0,1962.0,55.0,1962.0,13.0,1962.0,33.0,1962.0,72.0,1962.0
133.0,1962.0,772.0,1962.0,82.0,1962.0,151.0,1962.0,1962.0,248.0,1962.0,175.0,1962.0,241.0,1962.0,276.0,1962.0,80.0,1962.0,52.0,1962.0,482.0,1962.0,37.0,1962.0,289.0,1962.0,60.0,1962.0,1962.0,316.0,1962.0,89.0,1962.0,49.0,1962.0,31.0,1962.0,142.0,1962.0,252.0,1962.0,68.0,1962.0,77.0,1962.0,198.0,1962.0,79.0,1962.0
1962.0,43.0,1962.0,122.0,1962.0,790.0,1962.0,140.0,1962.0,67.0,1962.0,69.0,1962.0,103.0,1962.0,188.0,1962.0,271.0,1962.0,19.0,1962.0,1962.0,375.0,1962.0,42.0,1962.0,280.0,1962.0,207.0,1962.0,507.0,1962.0,132.0,1962.0,324.0,1962.0,36.0,1962.0,38.0,1962.0,682.0,1962.0,1962.0,289.0,1962.0,420.0,1962.0,95.0,1962.0,308.0
1962.0,137.0,1962.0,93.0,1962.0,321.0,1962.0,109.0,1962.0,118.0,1962.0,126.0,1962.0,1962.0,1962.0,231.0,1962.0,1962.0,1962.0,811.0,1962.0,1962.0,1962.0,206.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,728.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,901.0,1962.0,1962.0,1962.0,390.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,948.0,1962.0,646.0,1962.0,1962.0,864.0,1962.0,1962.0,1962.0,391.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,887.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,622.0,1962.0,1962.0,1962.0,732.0,1962.0,1962.0
1962.0,1962.0,420.0,1962.0,933.0,1962.0,111.0,1962.0,1962.0,469.0,1962.0,458.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,755.0,1962.0,115.0,1962.0,1962.0,242.0,1962.0,639.0,1962.0,1962.0,1962.0,1962.0,1962.0,706.0,1962.0,1962.0,228.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,788.0,1962.0,1962.0
1962.0,950.0,1962.0,1962.0,1962.0,613.0,1962.0,587.0,1962.0,171.0,1962.0,1962.0,792.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,512.0,1962.0,1962.0,253.0,1962.0,1962.0,1962.0,609.0,1962.0,950.0,1962.0,307.0,1962.0,624.0,1962.0,1962.0,608.0,1962.0,188.0,1962.0,1962.0,690.0,1962.0,1962.0,593.0,1962.0
968.0,1962.0,206.0,1962.0,1962.0,210.0,1962.0,117.0,1962.0,731.0,1962.0,1962.0,1962.0,1962.0,1962.0,302.0,1962.0,177.0,1962.0,463.0,1962.0,962.0,1962.0,295.0,1962.0,285.0,1962.0,644.0,1962.0,328.0,1962.0,98.0,1962.0,139.0,1962.0,1962.0,1962.0,1962.0,395.0,1962.0,802.0,1962.0,1962.0,439.0,1962.0,58.0,1962.0,569.0,1962.0,155.0
1962.0,1962.0,361.0,1962.0,1962.0,603.0,1962.0,181.0,1962.0,530.0,1962.0,26.0,1962.0,72.0,1962.0,288.0,1962.0,189.0,1962.0,935.0,1962.0,1962.0,204.0,1962.0,1962.0,548.0,1962.0,899.0,1962.0,191.0,1962.0,589.0,1962.0,250.0,1962.0,79.0,1962.0,850.0,1962.0,613.0,1962.0,290.0,1962.0,1962.0,1962.0,252.0,1962.0,324.0,1962.0,364.0
1962.0,113.0,1962.0,255.0,1962.0,1962.0,1962.0,141.0,1962.0,142.0,1962.0,422.0,1962.0,1962.0,895.0,1962.0,1962.0,222.0,1962.0,379.0,1962.0,931.0,1962.0,639.0,1962.0,30.0,1962.0,1962.0,1962.0,817.0,1962.0,1962.0,908.0,1962.0,1962.0,497.0,1962.0,500.0,1962.0,390.0,1962.0,378.0,1962.0,107.0,1962.0,622.0,1962.0,477.0,1962.0,1962.0
1962.0,296.0,1962.0,218.0,1962.0,198.0,1962.0,672.0,1962.0,683.0,1962.0,48.0,1962.0,638.0,1962.0,1962.0,167.0,1962.0,1962.0,713.0,1962.0,218.0,1962.0,377.0,1962.0,527.0,1962.0,376.0,1962.0,1962.0,1962.0,99.0,1962.0,95.0,1962.0,629.0,1962.0,203.0,1962.0,1962.0,278.0,1962.0,75.0,1962.0,272.0,1962.0,314.0,1962.0,765.0,1962.0
1962.0,430.0,1962.0,139.0,1962.0,551.0,1962.0,429.0,1962.0,1962.0,1962.0,206.0,1962.0,160.0,1962.0,95.0,1962.0,287.0,1962.0,136.0,1962.0,149.0,1962.0,228.0,1962.0,667.0,1962.0,755.0,1962.0,1962.0,1962.0,498.0,1962.0,239.0,1962.0,152.0,1962.0,117.0,1962.0,677.0,1962.0,543.0,1962.0,160.0,1962.0,679.0,1962.0,42.0,1962.0,824.0
1962.0,1962.0,292.0,1962.0,98.0,1962.0,141.0,1962.0,186.0,1962.0,173.0,1962.0,291.0,1962.0,61.0,1962.0,245.0,1962.0,810.0,1962.0,633.0,1962.0,1962.0,400.0,1962.0,597.0,1962.0,214.0,1962.0,123.0,1962.0,1962.0,473.0,1962.0,488.0,1962.0,468.0,1962.0,176.0,1962.0,242.0,1962.0,1962.0,95.0,1962.0,514.0,1962.0,578.0,1962.0,183.0
1962.0,584.0,1962.0,324.0,1962.0,1962.0,326.0,1962.0,215.0,1962.0,21.0,1962.0,1962.0,1962.0,376.0,1962.0,332.0,1962.0,213.0,1962.0,429.0,1962.0,65.0,1962.0,255.0,1962.0,326.0,1962.0,171.0,1962.0,68.0,1962.0,1962.0,71.0,1962.0,676.0,1962.0,118.0,1962.0,105.0,1962.0,43.0,1962.0,1962.0,207.0,1962.0,68.0,1962.0,161.0,1962.0
198.0,1962.0,1962.0,458.0,1962.0,25.0,1962.0,143.0,1962.0,205.0,1962.0,295.0,1962.0,880.0,1962.0,240.0,1962.0,39.0,1962.0,208.0,1962.0,87.0,1962.0,1962.0,470.0,1962.0,165.0,1962.0,305.0,1962.0,171.0,1962.0,519.0,1962.0,191.0,1962.0,403.0,1962.0,309.0,1962.0,377.0,1962.0,375.0,1962.0,1962.0,98.0,1962.0,359.0,1962.0,237.0
1962.0,26.0,1962.0,79.0,1962.0,997.0,1962.0,88.0,1962.0,1962.0,168.0,1962.0,1962.0,1962.0,319.0,1962.0,289.0,1962.0,127.0,1962.0,26.0,1962.0,43.0,1962.0,182.0,1962.0,484.0,1962.0,10.0,1962.0,444.0,1962.0,682.0,1962.0,1962.0,1962.0,45.0,1962.0,118.0,1962.0,10.0,1962.0,127.0,1962.0,1962.0,262.0,1962.0,48.0,1962.0,26.0
1962.0,550.0,1962.0,876.0,1962.0,1962.0,123.0,1962.0,107.0,1962.0,1962.0,67.0,1962.0,250.0,1962.0,180.0,1962.0,98.0,1962.0,138.0,1962.0,88.0,1962.0,70.0,1962.0,1962.0,152.0,1962.0,360.0,1962.0,88.0,1962.0,387.0,1962.0,16.0,1962.0,55.0,1962.0,429.0,1962.0,139.0,1962.0,1962.0,13.0,1962.0,1962.0,88.0,1962.0,24.0,1962.0
912.0,1962.0,27.0,1962.0,119.0,1962.0,25.0,1962.0,111.0,1962.0,22.0,1962.0,386.0,1962.0,19.0,1962.0,1962.0,154.0,1962.0,179.0,1962.0,55.0,1962.0,13.0,1962.0,33.0,1962.0,72.0,1962.0,133.0,1962.0,772.0,1962.0,82.0,1962.0,151.0,1962.0,1962.0,248.0,1962.0,175.0,1962.0,241.0,1962.0,276.0,1962.0,80.0,1962.0,52.0,1962.0
482.0,1962.0,37.0,1962.0,289.0,1962.0,60.0,1962.0,1962.0,316.0,1962.0,89.0,1962.0,49.0,1962.0,31.0,1962.0,142.0,1962.0,252.0,1962.0,68.0,1962.0,77.0,1962.0,198.0,1962.0,79.0,1962.0,1962.0,43.0,1962.0,122.0,1962.0,790.0,1962.0,140.0,1962.0,67.0,1962.0,69.0,1962.0,103.0,1962.0,188.0,1962.0,271.0,1962.0,19.0,1962.0
1962.0,375.0,1962.0,42.0,1962.0,280.0,1962.0,207.0,1962.0,507.0,1962.0,132.0,1962.0,324.0,1962.0,36.0,1962.0,38.0,1962.0,682.0,1962.0,1962.0,289.0,1962.0,420.0,1962.0,95.0,1962.0,308.0,1962.0,137.0,1962.0,93.0,1962.0,321.0,1962.0,109.0,1962.0,118.0,1962.0,126.0,1962.0,1962.0,1962.0,231.0,1962.0,1962.0,1962.0,811.0,1962.0
1962.0,1962.0,206.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,728.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,901.0,1962.0,1962.0,1962.0,390.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,948.0,1962.0,646.0,1962.0,1962.0,864.0,1962.0
1962.0,1962.0,391.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,887.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,622.0,1962.0,1962.0,1962.0,732.0,1962.0,1962.0,1962.0,1962.0,420.0,1962.0,933.0,1962.0,111.0,1962.0,1962.0,469.0,1962.0,458.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,755.0,1962.0,115.0,1962.0,1962.0,242.0,1962.0,639.0,1962.0,1962.0,1962.0,1962.0,1962.0,706.0,1962.0,1962.0,228.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,788.0,1962.0,1962.0,1962.0,950.0,1962.0,1962.0,1962.0,613.0,1962.0,587.0,1962.0,171.0,1962.0,1962.0,792.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,512.0,1962.0,1962.0,253.0,1962.0,1962.0,1962.0,609.0,1962.0,950.0,1962.0,307.0,1962.0,624.0,1962.0,1962.0,608.0,1962.0,188.0,1962.0,1962.0,690.0,1962.0,1962.0,593.0,1962.0,968.0,1962.0,206.0,1962.0,1962.0,210.0,1962.0,117.0,1962.0,731.0,1962.0,1962.0,1962.0,1962.0,1962.0,302.0,1962.0,177.0,1962.0,463.0,1962.0
962.0,1962.0,295.0,1962.0,285.0,1962.0,644.0,1962.0,328.0,1962.0,98.0,1962.0,139.0,1962.0,1962.0,1962.0,1962.0,395.0,1962.0,802.0,1962.0,1962.0,439.0,1962.0,58.0,1962.0,569.0,1962.0,155.0,1962.0,1962.0,361.0,1962.0,1962.0,603.0,1962.0,181.0,1962.0,530.0,1962.0,26.0,1962.0,72.0,1962.0,288.0,1962.0,189.0,1962.0,935.0,1962.0
1962.0,204.0,1962.0,1962.0,548.0,1962.0,899.0,1962.0,191.0,1962.0,589.0,1962.0,250.0,1962.0,79.0,1962.0,850.0,1962.0,613.0,1962.0,290.0,1962.0,1962.0,1962.0,252.0,1962.0,324.0,1962.0,364.0,1962.0,113.0,1962.0,255.0,1962.0,1962.0,1962.0,141.0,1962.0,142.0,1962.0,422.0,1962.0,1962.0,895.0,1962.0,1962.0,222.0,1962.0,379.0,1962.0
931.0,1962.0,639.0,1962.0,30.0,1962.0,1962.0,1962.0,817.0,1962.0,1962.0,908.0,1962.0,1962.0,497.0,1962.0,500.0,1962.0,390.0,1962.0,378.0,1962.0,107.0,1962.0,622.0,1962.0,477.0,1962.0,1962.0,1962.0,296.0,1962.0,218.0,1962.0,198.0,1962.0,672.0,1962.0,683.0,1962.0,48.0,1962.0,638.0,1962.0,1962.0,167.0,1962.0,1962.0,713.0,1962.0
218.0,1962.0,377.0,1962.0,527.0,1962.0,376.0,1962.0,1962.0,1962.0,99.0,1962.0,95.0,1962.0,629.0,1962.0,203.0,1962.0,1962.0,278.0,1962.0,75.0,1962.0,272.0,1962.0,314.0,1962.0,765.0,1962.0,1962.0,430.0,1962.0,139.0,1962.0,551.0,1962.0,429.0,1962.0,1962.0,1962.0,206.0,1962.0,160.0,1962.0,95.0,1962.0,287.0,1962.0,136.0,1962.0
149.0,1962.0,228.0,1962.0,667.0,1962.0,755.0,1962.0,1962.0,1962.0,498.0,1962.0,239.0,1962.0,152.0,1962.0,117.0,1962.0,677.0,1962.0,543.0,1962.0,160.0,1962.0,679.0,1962.0,42.0,1962.0,824.0,1962.0,1962.0,292.0,1962.0,98.0,1962.0,141.0,1962.0,186.0,1962.0,173.0,1962.0,291.0,1962.0,61.0,1962.0,245.0,1962.0,810.0,1962.0,633.0
1962.0,1962.0,400.0,1962.0,597.0,1962.0,214.0,1962.0,123.0,1962.0,1962.0,473.0,1962.0,488.0,1962.0,468.0,1962.0,176.0,1962.0,242.0,1962.0,1962.0,95.0,1962.0,514.0,1962.0,578.0,1962.0,183.0,1962.0,584.0,1962.0,324.0,1962.0,1962.0,326.0,1962.0,215.0,1962.0,21.0,1962.0,1962.0,1962.0,376.0,1962.0,332.0,1962.0,213.0,1962.0,429.0
1962.0,65.0,1962.0,255.0,1962.0,326.0,1962.0,171.0,1962.0,68.0,1962.0,1962.0,71.0,1962.0,676.0,1962.0,118.0,1962.0,105.0,1962.0,43.0,1962.0,1962.0,207.0,1962.0,68.0,1962.0,161.0,1962.0,198.0,1962.0,1962.0,458.0,1962.0,25.0,1962.0,143.0,1962.0,205.0,1962.0,295.0,1962.0,880.0,1962.0,240.0,1962.0,39.0,1962.0,208.0,1962.0
87.0,1962.0,1962.0,470.0,1962.0,165.0,1962.0,305.0,1962.0,171.0,1962.0,519.0,1962.0,191.0,1962.0,403.0,1962.0,309.0,1962.0,377.0,1962.0,375.0,1962.0,1962.0,98.0,1962.0,359.0,1962.0,237.0,1962.0,26.0,1962.0,79.0,1962.0,997.0,1962.0,88.0,1962.0,1962.0,168.0,1962.0,1962.0,1962.0,319.0,1962.0,289.0,1962.0,127.0,1962.0,26.0
1962.0,43.0,1962.0,182.0,1962.0,484.0,1962.0,10.0,1962.0,444.0,1962.0,682.0,1962.0,1962.0,1962.0,45.0,1962.0,118.0,1962.0,10.0,1962.0,127.0,1962.0,1962.0,262.0,1962.0,48.0,1962.0,26.0,1962.0,550.0,1962.0,876.0,1962.0,1962.0,123.0,1962.0,107.0,1962.0,1962.0,67.0,1962.0,250.0,1962.0,180.0,1962.0,98.0,1962.0,138.0,1962.0
88.0,1962.0,70.0,1962.0,1962.0,152.0,1962.0,360.0,1962.0,88.0,1962.0,387.0,1962.0,16.0,1962.0,55.0,1962.0,429.0,1962.0,139.0,1962.0,1962.0,13.0,1962.0,1962.0,88.0,1962.0,24.0,1962.0,912.0,1962.0,27.0,1962.0,119.0,1962.0,25.0,1962.0,111.0,1962.0,22.0,1962.0,386.0,1962.0,19.0,1962.0,1962.0,154.0,1962.0,179.0,1962.0
55.0,1962.0,13.0,1962.0,33.0,1962.0,72.0,1962.0,133.0,1962.0,772.0,1962.0,82.0,1962.0,151.0,1962.0,1962.0,248.0,1962.0,175.0,1962.0,241.0,1962.0,276.0,1962.0,80.0,1962.0,52.0,1962.0,482.0,1962.0,37.0,1962.0,289.0,1962.0,60.0,1962.0,1962.0,316.0,1962.0,89.0,1962.0,49.0,1962.0,31.0,1962.0,142.0,1962.0,252.0,1962.0
68.0,1962.0,77.0,1962.0,198.0,1962.0,79.0,1962.0,1962.0,43.0,1962.0,122.0,1962.0,790.0,1962.0,140.0,1962.0,67.0,1962.0,69.0,1962.0,103.0,1962.0,188.0,1962.0,271.0,1962.0,19.0,1962.0,1962.0,375.0,1962.0,42.0,1962.0,280.0,1962.0,207.0,1962.0,507.0,1962.0,132.0,1962.0,324.0,1962.0,36.0,1962.0,38.0,1962.0,682.0,1962.0
1962.0,289.0,1962.0,420.0,1962.0,95.0,1962.0,308.0,1962.0,137.0,1962.0,93.0,1962.0,321.0,1962.0,109.0,1962.0,118.0,1962.0,126.0,1962.0,1962.0,1962.0,231.0,1962.0,1962.0,1962.0,811.0,1962.0,1962.0,1962.0,206.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,728.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,901.0,1962.0,1962.0,1962.0,390.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,948.0,1962.0,646.0,1962.0,1962.0,864.0,1962.0,1962.0,1962.0,391.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,887.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,622.0,1962.0,1962.0,1962.0,732.0,1962.0,1962.0,1962.0,1962.0,420.0,1962.0,933.0,1962.0,111.0,1962.0,1962.0,469.0,1962.0,458.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,755.0,1962.0,115.0,1962.0,1962.0,242.0,1962.0,639.0,1962.0,1962.0,1962.0,1962.0,1962.0,706.0,1962.0,1962.0,228.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,788.0,1962.0,1962.0,1962.0,950.0,1962.0,1962.0,1962.0,613.0,1962.0,587.0,1962.0,171.0,1962.0,1962.0,792.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,512.0,1962.0,1962.0,253.0,1962.0,1962.0,1962.0,609.0,1962.0,950.0,1962.0,307.0,1962.0,624.0,1962.0,1962.0,608.0,1962.0
188.0,1962.0,1962.0,690.0,1962.0,1962.0,593.0,1962.0,968.0,1962.0,206.0,1962.0,1962.0,210.0,1962.0,117.0,1962.0,731.0,1962.0,1962.0,1962.0,1962.0,1962.0,302.0,1962.0,177.0,1962.0,463.0,1962.0,962.0,1962.0,295.0,1962.0,285.0,1962.0,644.0,1962.0,328.0,1962.0,98.0,1962.0,139.0,1962.0,1962.0,1962.0,1962.0,395.0,1962.0,802.0,1962.0
1962.0,439.0,1962.0,58.0,1962.0,569.0,1962.0,155.0,1962.0,1962.0,361.0,1962.0,1962.0,603.0,1962.0,181.0,1962.0,530.0,1962.0,26.0,1962.0,72.0,1962.0,288.0,1962.0,189.0,1962.0,935.0,1962.0,1962.0,204.0,1962.0,1962.0,548.0,1962.0,899.0,1962.0,191.0,1962.0,589.0,1962.0,250.0,1962.0,79.0,1962.0,850.0,1962.0,613.0,1962.0,290.0
1962.0,1962.0,1962.0,252.0,1962.0,324.0,1962.0,364.0,1962.0,113.0,1962.0,255.0,1962.0,1962.0,1962.0,141.0,1962.0,142.0,1962.0,422.0,1962.0,1962.0,895.0,1962.0,1962.0,222.0,1962.0,379.0,1962.0,931.0,1962.0,639.0,1962.0,30.0,1962.0,1962.0,1962.0,817.0,1962.0,1962.0,908.0,1962.0,1962.0,497.0,1962.0,500.0,1962.0,390.0,1962.0,378.0
