index,1. The Sound of Music,2. Doctor Zhivago,3. Thunderball,4. For a Few Dollars More,5. War and Peace,6. Chimes at Midnight,7. Pierrot le fou,8. Alphaville,9. Red Beard,10. Major Dundee,11. I Knew Her Well,12. Six in Paris,13. Shakespeare-Wallah,14. Who's Crazy?,15. The Greatest Story Ever Told,16. The Great Race,17. Village of the Giants,18. The Flight of the Phoenix,19. The Sons of Katie Elder,20. Battle of the Bulge,21. Frosty,22. Cat Ballou,23. Sands of the Kalahari,24. Repulsion,25. Do Not Disturb,26. What's New Pussycat,27. In Harm's Way,28. Dear Brigitte,29. The Spy Who Came in from the Cold,"30. Faster, Pussycat! Kill! Kill!",31. The Collector,32. That Darn Cat!,33. Dr. Who and the Daleks,34. Help!,35. Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,36. The Cincinnati Kid,37. The Ipcress File,38. She,39. Invasion of Astro-Monster,40. The Hill,41. Shenandoah,42. Planet of the Vampires,43. How to Murder Your Wife,44. Von Ryan's Express,45. Ship of Fools,46. A Patch of Blue,47. Juliet of the Spirits,48. The Hallelujah Trail,49. The Heroes of Telemark
5.5,6.4,7.2,5.1,7.4,7.5,6.1,6.0,7.2,5.3,7.3,5.6,4.9,5.4,6.7,5.4,6.1,6.6,5.8,6.7,4.3,7.9,6.5,6.8,4.4,7.8,7.0,5.8,4.3,6.4,4.8,4.8,6.9,6.5,6.4,7.1,7.2,5.3,4.9,6.5,7.3,7.2,5.6,949.0,53.0,376.0,866.0,645.0,528.0,786.0
826.0,867.0,205.0,706.0,461.0,198.0,874.0,312.0,650.0,49.0,649.0,273.0,109.0,144.0,754.0,311.0,779.0,585.0,157.0,473.0,25.0,780.0,156.0,307.0,433.0,516.0,781.0,897.0,13.0,414.0,33.0,164.0,554.0,463.0,75.0,437.0,489.0,209.0,752.0,561.0,309.0,160.0,935.0,118.0,503.0,437.0,435.0,398.0,484.0,260.0
83.0,576.0,47.0,358.0,293.0,72.0,848.0,199.0,650.0,577.0,886.0,640.0,435.0,636.0,888.0,588.0,649.0,209.0,225.0,122.0,952.0,504.0,304.0,480.0,219.0,159.0,386.0,590.0,639.0,968.0,241.0,720.0,310.0,313.0,421.0,781.0,149.0,593.0,295.0,920.0,555.0,266.0,168.0,384.0,124.0,187.0,900.0,713.0,834.0,180.0
311.0,10.0,557.0,476.0,917.0,215.0,640.0,111.0,242.0,69.0,474.0,554.0,135.0,159.0,582.0,86.0,380.0,73.0,124.0,735.0,460.0,97.0,229.0,256.0,150.0,593.0,344.0,230.0,356.0,248.0,32.0,113.0,15.0,484.0,77.0,402.0,508.0,139.0,527.0,70.0,997.0,136.0,325.0,342.0,530.0,332.0,25.0,31.0,12.0,910.0
287.0,195.0,240.0,232.0,350.0,475.0,179.0,123.0,373.0,47.0,854.0,106.0,35.0,236.0,491.0,280.0,557.0,161.0,232.0,127.0,220.0,676.0,27.0,414.0,326.0,24.0,618.0,482.0,270.0,411.0,181.0,776.0,84.0,314.0,340.0,262.0,398.0,206.0,325.0,312.0,110.0,38.0,257.0,182.0,286.0,13.0,210.0,25.0,342.0,127.0
141.0,708.0,25.0,140.0,199.0,91.0,207.0,115.0,705.0,59.0,76.0,19.0,84.0,72.0,109.0,32.0,15.0,94.0,95.0,452.0,291.0,233.0,131.0,162.0,354.0,29.0,415.0,154.0,107.0,35.0,155.0,32.0,710.0,123.0,68.0,78.0,339.0,36.0,440.0,116.0,444.0,95.0,667.0,741.0,130.0,37.0,121.0,341.0,726.0,16.0
42.0,51.0,92.0,105.0,127.0,60.0,329.0,169.0,269.0,88.0,41.0,163.0,301.0,113.0,180.0,157.0,234.0,154.0,140.0,557.0,101.0,182.0,58.0,448.0,82.0,528.0,63.0,41.0,357.0,103.0,98.0,29.0,552.0,58.0,786.0,211.0,222.0,28.0,397.0,201.0,38.0,129.0,108.0,172.0,37.0,258.0,350.0,109.0,24.0,95.0
292.0,59.0,178.0,58.0,894.0,88.0,38.0,399.0,202.0,33.0,100.0,54.0,82.0,166.0,508.0,29.0,124.0,99.0,53.0,59.0,105.0,152.0,26.0,552.0,65.0,787.0,55.0,570.0,87.0,71.0,34.0,77.0,177.0,330.0,34.0,51.0,421.0,406.0,22.0,82.0,440.0,264.0,183.0,8200000.0,11000000.0,9000000.0,600000.0,8000000.0,800000.0,300000.0
220000.0,3800000.0,20000000.0,12000000.0,750000.0,5355000.0,6500000.0,300000.0,45000.0,180000.0,1500000.0,5600000.0,750000.0,2500000.0,200000.0,5760000.0,4000000.0,800000.0,7000000.0,5600000.0,400000.0,5300000.0,30000.0,900000.0,10000000.0,105000.0,873000.0,4000000.0,6000000.0,4500000.0,2425000.0,3500000.0,3500000.0,1300000.0,3000000.0,1500000.0,364000.0,160000.0,2200000.0,2200000.0,60000.0,2300000.0,6290000.0,11000.0,110000.0,38000.0,2500000.0,1000000.0,2500000.0,1893325.0
300000.0,400000.0,5300000.0,4000000.0,10542000.0,2400000.0,70000.0,50000.0,60000.0,33000.0,3700000.0,4200000.0,200000.0,127000.0,194000.0,9000000.0,40000.0,300000.0,4200000.0,750000.0,5000000.0,47000.0,8000.0,500.0,500000.0,159484051.0,111926200.0,63607066.0,15000000.0,149485.0,126724.0,148564.0,66076.0,51451.0,20807.0,18010.0,15532.0,4650.0,3497.0,33174.0,315695.0,342.0,114062.0,10507.0,206.0,56.0,8734.0,214.0,1362.0,32.0
1843.0,13377.0,228.0,927.0,19314000.0,443008.0,719000.0,256130.0,159287539.0,111721910.0,63595658.0,15000000.0,148503.0,126724.0,87011.0,47696.0,46808.0,20807.0,18010.0,15532.0,4650.0,3497.0,11118000.0,20666667.0,18820000.0,4200000.0,28062222.0,15260000.0,17268889.0,12467420.0,3270000.0,5232000.0,7085000.0,6758000.0,7630000.0,2834000.0,413497.0,22976.0,13630.0,7254.0,7298.0,15942.0,3520.0,9312.0,4053.0,3378.0,1355.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,5.0
0.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,13.0,15.0,5.0,0.0,0.0,8.0,3.0,0.0,0.0
0.0,0.0,3.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
