index,1. Lawrence of Arabia,2. Dr. No,3. The Manchurian Candidate,4. To Kill a Mockingbird,5. Mafioso,6. The Trial,7. Le Doulos,8. How the West Was Won,9. Le combat dans l'̨le,10. Sanjuro,11. Vivre sa vie,12. Ivan's Childhood,13. A Kind of Loving,14. Jules and Jim,15. Harakiri,16. Lolita,17. The Music Man,18. Period of Adjustment,19. The Man Who Shot Liberty Valance,20. What Ever Happened to Baby Jane?,21. The Longest Day,22. Cape Fear,23. The Miracle Worker,24. Hatari!,25. Mutiny on the Bounty,26. Carnival of Souls,27. Crooks Anonymous,28. The Exterminating Angel,29. Gypsy,30. The Phantom of the Opera,31. L'Eclisse,32. A Dog's Life,33. Taras Bulba,34. That Touch of Mink,35. Cl̩o from 5 to 7,36. Days of Wine and Roses,37. Walk on the Wild Side,38. The Loneliness of the Long Distance Runner,39. State Fair,40. Knife in the Water,41. Birdman of Alcatraz,42. The Brain That Wouldn't Die,43. Boccaccio '70,44. Ride the High Country,45. Mr. Hobbs Takes a Vacation,46. Jack the Giant Killer,47. Lonely Are the Brave,48. Experiment in Terror,49. Salvatore Giuliano
8.3,7.2,7.9,8.3,7.6,7.6,7.7,7.1,6.5,8.0,7.8,8.0,7.3,7.7,8.6,7.5,7.7,6.2,8.1,8.0,7.7,7.7,8.1,7.1,7.2,7.0,6.2,8.0,7.1,6.4,7.7,6.2,6.3,6.6,7.8,7.8,6.7,7.5,5.9,7.4,7.8,4.5,7.0,7.4,6.8,6.3,7.6,7.3,7.3,6.9
5.7,7.1,6.1,6.1,8.2,4.7,6.2,6.6,6.5,6.4,6.7,4.8,5.6,7.8,7.5,7.1,7.2,4.1,5.8,6.4,6.1,6.5,7.7,6.0,7.8,8.0,2.7,6.5,5.7,7.8,6.6,6.5,5.4,6.1,7.2,6.8,7.5,6.1,6.5,6.6,7.7,6.3,6.9,6.6,2.9,6.8,7.4,7.4,6.8,7.4
6.1,7.6,6.0,5.9,6.6,4.7,6.5,5.5,3.9,7.0,7.6,7.2,5.5,6.5,6.3,2.3,6.8,6.0,6.3,6.3,5.6,6.5,6.4,7.1,6.4,6.3,7.3,6.3,6.8,5.5,6.7,6.8,5.4,5.9,5.6,7.5,7.8,6.1,6.3,6.6,6.1,6.3,5.8,6.9,7.1,5.6,6.6,4.1,5.0,6.3
7.0,5.7,5.6,7.0,5.1,6.6,5.6,7.1,8.3,6.1,6.4,6.9,7.8,6.5,7.6,6.2,4.0,7.2,6.9,8.1,6.6,6.3,5.2,5.0,6.5,5.3,5.8,6.2,6.3,6.4,3.1,5.3,7.5,4.8,5.9,6.3,7.4,7.4,6.7,6.7,7.3,5.9,4.2,6.3,6.8,7.1,7.0,5.6,7.0,5.3
7.5,6.0,7.0,5.4,6.8,6.0,4.9,6.8,7.3,5.6,6.5,7.6,6.2,6.7,5.2,5.7,6.6,5.7,5.4,7.1,6.0,6.5,6.7,7.4,6.0,4.7,4.7,7.2,7.0,4.1,7.6,5.2,5.6,6.8,6.7,6.8,6.3,6.1,7.8,7.6,5.8,5.5,5.3,7.6,6.0,7.2,7.4,7.2,6.0,6.5
7.2,5.5,6.7,6.5,5.3,6.2,6.0,7.2,7.0,6.2,6.0,6.7,6.1,5.1,5.9,5.2,6.8,6.8,4.6,5.7,4.4,5.7,7.5,6.3,7.8,4.8,5.8,5.2,5.9,5.3,7.3,7.1,6.7,8.8,5.9,5.3,7.3,6.5,6.8,5.3,5.7,6.1,5.8,6.8,4.5,5.8,7.1,5.8,5.3,4.2
5.8,7.3,7.2,5.1,7.8,7.2,7.2,6.7,6.4,7.0,5.3,4.9,5.9,4.9,4.9,5.0,6.2,5.7,6.9,6.7,5.8,5.6,4.6,7.3,5.9,5.9,7.6,4.5,6.2,5.5,7.0,5.7,6.4,4.7,6.1,6.1,5.6,6.1,7.8,4.7,6.3,5.9,6.7,8.6,5.5,5.5,6.1,7.8,6.8,5.9
5.3,5.1,6.7,7.4,6.4,6.0,5.4,6.5,5.1,4.0,5.8,5.7,5.0,7.1,7.2,5.2,5.2,5.2,5.2,4.6,5.5,4.7,5.6,4.9,6.3,6.8,5.2,7.1,7.0,5.8,6.0,7.0,6.1,7.2,7.1,7.9,5.0,8.4,6.8,5.4,6.0,7.1,7.7,7.0,6.7,6.6,7.3,6.3,6.2,5.1
4.5,6.4,7.3,6.8,5.2,6.0,4.7,4.5,6.2,7.1,7.2,7.7,4.6,5.5,5.2,4.9,7.3,7.1,6.5,5.4,6.4,6.7,7.8,6.1,6.1,6.9,7.0,4.4,8.5,5.4,5.1,6.1,5.9,7.3,6.6,6.3,6.9,7.4,4.8,4.7,6.3,4.8,7.6,6.8,6.3,7.3,7.7,5.8,5.3,5.5
5.7,5.2,7.6,5.8,6.7,7.3,6.4,5.8,6.4,6.9,7.1,6.3,6.3,5.3,6.0,5.3,5.6,5.4,5.1,6.4,7.0,6.9,5.5,5.3,5.4,6.3,6.9,6.1,5.8,7.8,6.6,6.6,6.8,7.0,5.7,6.0,5.7,7.1,6.3,6.1,6.6,6.2,5.9,7.5,6.7,6.9,8.0,5.1,5.4,948.0
713.0,811.0,206.0,728.0,901.0,390.0,646.0,864.0,391.0,887.0,622.0,732.0,420.0,933.0,111.0,469.0,458.0,755.0,115.0,242.0,639.0,706.0,228.0,788.0,950.0,613.0,587.0,171.0,792.0,512.0,253.0,609.0,950.0,307.0,624.0,608.0,188.0,690.0,593.0,968.0,206.0,210.0,117.0,731.0,302.0,177.0,463.0,962.0,295.0,285.0
644.0,328.0,98.0,139.0,395.0,802.0,439.0,58.0,569.0,155.0,361.0,603.0,181.0,530.0,26.0,72.0,288.0,189.0,935.0,204.0,548.0,899.0,191.0,589.0,250.0,79.0,850.0,613.0,290.0,252.0,324.0,364.0,113.0,255.0,141.0,142.0,422.0,895.0,222.0,379.0,931.0,639.0,30.0,817.0,908.0,497.0,500.0,390.0,378.0,107.0
622.0,477.0,296.0,218.0,198.0,672.0,683.0,48.0,638.0,167.0,218.0,377.0,527.0,376.0,99.0,95.0,629.0,203.0,278.0,75.0,272.0,314.0,765.0,430.0,139.0,551.0,429.0,206.0,160.0,95.0,287.0,136.0,149.0,228.0,667.0,755.0,498.0,239.0,152.0,117.0,677.0,543.0,160.0,679.0,42.0,824.0,292.0,98.0,141.0,186.0
173.0,291.0,61.0,245.0,810.0,633.0,400.0,597.0,214.0,123.0,473.0,488.0,468.0,176.0,242.0,95.0,514.0,578.0,183.0,584.0,324.0,326.0,215.0,21.0,376.0,332.0,213.0,429.0,65.0,255.0,326.0,171.0,68.0,71.0,676.0,118.0,105.0,43.0,207.0,68.0,161.0,198.0,458.0,25.0,143.0,205.0,295.0,880.0,240.0,39.0
208.0,87.0,470.0,165.0,305.0,171.0,519.0,191.0,403.0,309.0,377.0,375.0,98.0,359.0,237.0,26.0,79.0,997.0,88.0,168.0,319.0,289.0,127.0,26.0,43.0,182.0,484.0,10.0,444.0,682.0,45.0,118.0,10.0,127.0,262.0,48.0,26.0,550.0,876.0,123.0,107.0,67.0,250.0,180.0,98.0,138.0,88.0,70.0,152.0,360.0
88.0,387.0,16.0,55.0,429.0,139.0,13.0,88.0,24.0,912.0,27.0,119.0,25.0,111.0,22.0,386.0,19.0,154.0,179.0,55.0,13.0,33.0,72.0,133.0,772.0,82.0,151.0,248.0,175.0,241.0,276.0,80.0,52.0,482.0,37.0,289.0,60.0,316.0,89.0,49.0,31.0,142.0,252.0,68.0,77.0,198.0,79.0,43.0,122.0,790.0
140.0,67.0,69.0,103.0,188.0,271.0,19.0,375.0,42.0,280.0,207.0,507.0,132.0,324.0,36.0,38.0,682.0,289.0,420.0,95.0,308.0,137.0,93.0,321.0,109.0,118.0,126.0,231.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,8.3,7.2,7.9,8.3,7.6,7.6,7.7,7.1,6.5,8.0,7.8,8.0,7.3,7.7,8.6,7.5,7.7,6.2,8.1,8.0,7.7,7.7
8.1,7.1,7.2,7.0,6.2,8.0,7.1,6.4,7.7,6.2,6.3,6.6,7.8,7.8,6.7,7.5,5.9,7.4,7.8,4.5,7.0,7.4,6.8,6.3,7.6,7.3,7.3,6.9,5.7,7.1,6.1,6.1,8.2,4.7,6.2,6.6,6.5,6.4,6.7,4.8,5.6,7.8,7.5,7.1,7.2,4.1,5.8,6.4,6.1,6.5
7.7,6.0,7.8,8.0,2.7,6.5,5.7,7.8,6.6,6.5,5.4,6.1,7.2,6.8,7.5,6.1,6.5,6.6,7.7,6.3,6.9,6.6,2.9,6.8,7.4,7.4,6.8,7.4,6.1,7.6,6.0,5.9,6.6,4.7,6.5,5.5,3.9,7.0,7.6,7.2,5.5,6.5,6.3,2.3,6.8,6.0,6.3,6.3,5.6,6.5
6.4,7.1,6.4,6.3,7.3,6.3,6.8,5.5,6.7,6.8,5.4,5.9,5.6,7.5,7.8,6.1,6.3,6.6,6.1,6.3,5.8,6.9,7.1,5.6,6.6,4.1,5.0,6.3,7.0,5.7,5.6,7.0,5.1,6.6,5.6,7.1,8.3,6.1,6.4,6.9,7.8,6.5,7.6,6.2,4.0,7.2,6.9,8.1,6.6,6.3
5.2,5.0,6.5,5.3,5.8,6.2,6.3,6.4,3.1,5.3,7.5,4.8,5.9,6.3,7.4,7.4,6.7,6.7,7.3,5.9,4.2,6.3,6.8,7.1,7.0,5.6,7.0,5.3,7.5,6.0,7.0,5.4,6.8,6.0,4.9,6.8,7.3,5.6,6.5,7.6,6.2,6.7,5.2,5.7,6.6,5.7,5.4,7.1,6.0,6.5
6.7,7.4,6.0,4.7,4.7,7.2,7.0,4.1,7.6,5.2,5.6,6.8,6.7,6.8,6.3,6.1,7.8,7.6,5.8,5.5,5.3,7.6,6.0,7.2,7.4,7.2,6.0,6.5,7.2,5.5,6.7,6.5,5.3,6.2,6.0,7.2,7.0,6.2,6.0,6.7,6.1,5.1,5.9,5.2,6.8,6.8,4.6,5.7,4.4,5.7
7.5,6.3,7.8,4.8,5.8,5.2,5.9,5.3,7.3,7.1,6.7,8.8,5.9,5.3,7.3,6.5,6.8,5.3,5.7,6.1,5.8,6.8,4.5,5.8,7.1,5.8,5.3,4.2,5.8,7.3,7.2,5.1,7.8,7.2,7.2,6.7,6.4,7.0,5.3,4.9,5.9,4.9,4.9,5.0,6.2,5.7,6.9,6.7,5.8,5.6
4.6,7.3,5.9,5.9,7.6,4.5,6.2,5.5,7.0,5.7,6.4,4.7,6.1,6.1,5.6,6.1,7.8,4.7,6.3,5.9,6.7,8.6,5.5,5.5,6.1,7.8,6.8,5.9,5.3,5.1,6.7,7.4,6.4,6.0,5.4,6.5,5.1,4.0,5.8,5.7,5.0,7.1,7.2,5.2,5.2,5.2,5.2,4.6,5.5,4.7
5.6,4.9,6.3,6.8,5.2,7.1,7.0,5.8,6.0,7.0,6.1,7.2,7.1,7.9,5.0,8.4,6.8,5.4,6.0,7.1,7.7,7.0,6.7,6.6,7.3,6.3,6.2,5.1,4.5,6.4,7.3,6.8,5.2,6.0,4.7,4.5,6.2,7.1,7.2,7.7,4.6,5.5,5.2,4.9,7.3,7.1,6.5,5.4,6.4,6.7
7.8,6.1,6.1,6.9,7.0,4.4,8.5,5.4,5.1,6.1,5.9,7.3,6.6,6.3,6.9,7.4,4.8,4.7,6.3,4.8,7.6,6.8,6.3,7.3,7.7,5.8,5.3,5.5,5.7,5.2,7.6,5.8,6.7,7.3,6.4,5.8,6.4,6.9,7.1,6.3,6.3,5.3,6.0,5.3,5.6,5.4,5.1,6.4,7.0,6.9
5.5,5.3,5.4,6.3,6.9,6.1,5.8,7.8,6.6,6.6,6.8,7.0,5.7,6.0,5.7,7.1,6.3,6.1,6.6,6.2,5.9,7.5,6.7,6.9,8.0,5.1,5.4,948.0,713.0,811.0,206.0,728.0,901.0,390.0,646.0,864.0,391.0,887.0,622.0,732.0,420.0,933.0,111.0,469.0,458.0,755.0,115.0,242.0,639.0,706.0
228.0,788.0,950.0,613.0,587.0,171.0,792.0,512.0,253.0,609.0,950.0,307.0,624.0,608.0,188.0,690.0,593.0,968.0,206.0,210.0,117.0,731.0,302.0,177.0,463.0,962.0,295.0,285.0,644.0,328.0,98.0,139.0,395.0,802.0,439.0,58.0,569.0,155.0,361.0,603.0,181.0,530.0,26.0,72.0,288.0,189.0,935.0,204.0,548.0,899.0
191.0,589.0,250.0,79.0,850.0,613.0,290.0,252.0,324.0,364.0,113.0,255.0,141.0,142.0,422.0,895.0,222.0,379.0,931.0,639.0,30.0,817.0,908.0,497.0,500.0,390.0,378.0,107.0,622.0,477.0,296.0,218.0,198.0,672.0,683.0,48.0,638.0,167.0,218.0,377.0,527.0,376.0,99.0,95.0,629.0,203.0,278.0,75.0,272.0,314.0
765.0,430.0,139.0,551.0,429.0,206.0,160.0,95.0,287.0,136.0,149.0,228.0,667.0,755.0,498.0,239.0,152.0,117.0,677.0,543.0,160.0,679.0,42.0,824.0,292.0,98.0,141.0,186.0,173.0,291.0,61.0,245.0,810.0,633.0,400.0,597.0,214.0,123.0,473.0,488.0,468.0,176.0,242.0,95.0,514.0,578.0,183.0,584.0,324.0,326.0
215.0,21.0,376.0,332.0,213.0,429.0,65.0,255.0,326.0,171.0,68.0,71.0,676.0,118.0,105.0,43.0,207.0,68.0,161.0,198.0,458.0,25.0,143.0,205.0,295.0,880.0,240.0,39.0,208.0,87.0,470.0,165.0,305.0,171.0,519.0,191.0,403.0,309.0,377.0,375.0,98.0,359.0,237.0,26.0,79.0,997.0,88.0,168.0,319.0,289.0
127.0,26.0,43.0,182.0,484.0,10.0,444.0,682.0,45.0,118.0,10.0,127.0,262.0,48.0,26.0,550.0,876.0,123.0,107.0,67.0,250.0,180.0,98.0,138.0,88.0,70.0,152.0,360.0,88.0,387.0,16.0,55.0,429.0,139.0,13.0,88.0,24.0,912.0,27.0,119.0,25.0,111.0,22.0,386.0,19.0,154.0,179.0,55.0,13.0,33.0
72.0,133.0,772.0,82.0,151.0,248.0,175.0,241.0,276.0,80.0,52.0,482.0,37.0,289.0,60.0,316.0,89.0,49.0,31.0,142.0,252.0,68.0,77.0,198.0,79.0,43.0,122.0,790.0,140.0,67.0,69.0,103.0,188.0,271.0,19.0,375.0,42.0,280.0,207.0,507.0,132.0,324.0,36.0,38.0,682.0,289.0,420.0,95.0,308.0,137.0
93.0,321.0,109.0,118.0,126.0,231.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0,1962.0
