index,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
1916.0,9667.0,9e+74,5979.0,9166.0,8e+31,6694.0,1960.0,4637.0,85000000.0,5964.0,5088.0,9438.0,4115.0,7204.0,7e+29,644.0,330000000.0,5990.0,1530.0,3331.0,400.0,8427.0,4688.0,2478.0,5802.0,9384.0,4616.0,3737.0,2760.0,8638.0,3356.0,6764.0,9712.0,4188.0,3976.0,3396.0,1842.0,3315.0,3016.0,678.0,4607.0,3231.0,8195.0,3185.0,4863.0,6757.0,4460.0,7553.0,7085.0
5134.0,8366.0,3376.0,8633.0,5956.0,3241.0,1623.0,604.0,8198.0,6957.0,9155.0,8011.0,9107.0,8464.0,6561.0,6932.0,7008.0,1812.0,3922.0,9566.0,2656.0,1420.0,4142.0,6811.0,9999.0,8753.0,3419.0,3311.0,7732.0,1677.0,7450.0,8720.0,2887.0,7638.0,8.999999999999999e+75,6e+63,9545.0,2344.0,4326.0,753.0,9561.0,1414.0,1606.0,6886.0,4947.0,7009.0,8093.0,6533.0,1752.0,812.0
4922.0,22000000000.0,1716.0,1971.0,8546.0,9e+32,7411.0,5787.0,80000000.0,8016.0,300.0,6270.0,900.0,5551.0,7183.0,440.0,2670.0,6421.0,6670.0,7890.0,1050.0,9837.0,529.0,2088.0,7194.0,3152.0,2720.0,2209.0,3043.0,5649.0,9060.0,5599.0,3661.0,8692.0,4804.0,9280.0,8347.0,767.0,4743.0,3756.0,7080.0,8142.0,5e+55,4834.0,4516.0,59000000000.0,3593.0,5703.0,4e+40,8172.0
2596.0,2161.0,8555.0,7800000000.0,1492.0,6538.0,1.9999999999999998e+70,3011.0,8048.0,467.0,1400000.0,3740.0,8977.0,2252.0,899.0,3529.0,8498.0,9789.0,9417.0,29000.0,2380.0,6508.0,3069.0,8923.0,1874.0,3826.0,827.0,6355.0,6306.0,7571.0,3841.0,1e+84,1806.0,2095.0,5971.0,8837.0,8200000.0,5621.0,1500.0,4928.0,1417.0,8200.0,643.0,4e+50,5198.0,8647.0,6197.0,7451.0,890.0,9042.0
715.0,6435.0,6838.0,1252.0,2590.0,8e+41,8504.0,4068.0,2769.0,3214.0,23.0,9290.0,4087.0,3574.0,5484.0,8891.0,3287.0,4759.0,8183.0,2313.0,2e+95,4737.0,6717.0,6645.0,9e+85,6323.0,890000.0,81000.0,1638.0,6666.0,3162.0,9066.0,8848.0,2664.0,5211.0,8418.0,1465.0,3100000000.0,8341.0,8e+79,5318.0,2292.0,2449.0,5084.0,5066.0,3907.0,4317.0,2674.0,4233.0,3189.0
7249.0,845.0,1595.0,6110.0,3e+49,6688.0,8184.0,6805.0,684.0,6630.0,1007.0,2655.0,474.0,3834.0,4120.0,5835.0,6204.0,4046.0,835.0,9.000000000000001e+27,3142.0,2902.0,6926.0,2676.0,6103.0,4124.0,8824.0,7.000000000000001e+46,3710.0,9754.0,65000000000.0,7240.0,808.0,3e+38,8202.0,9012.0,7354.0,9401.0,3460.0,2124.0,810.0,4234.0,8086.0,1057.0,4260.0,5704.0,1662.0,3614.0,3141.0,3e+28
3439.0,1e+97,640000.0,4557.0,8949.0,8882.0,7762.0,580.0,8471.0,4669.0,6059.0,4189.0,3988.0,9910.0,9301.0,6744.0,1355.0,4.9999999999999995e+90,2575.0,2e+21,1656.0,2772.0,3.0000000000000003e+44,810000000.0,2843.0,1540.0,6300.0,2273.0,2521.0,8993.0,9600000000.0,8715.0,6016.0,4808.0,3812.0,650000.0,9611.0,45000000.0,1182.0,5586.0,672.0,2224.0,1474.0,1467.0,7114.0,60.0,8108.0,3777.0,4597.0,2046.0
6124.0,2491.0,4072.0,4272.0,3706.0,6770.0,3025.0,6377.0,1300.0,6807.0,3280.0,5767.0,3155.0,9931.0,10000000000000.0,5200.0,9373.0,9113.0,7851.0,5e+33,2248.0,959.0,8190.0,4192.0,3717.0,7306.0,1e+87,1668.0,3e+89,7254.0,2325.0,2836.0,728.0,8420.0,4778.0,6589.0,3964.0,3821.0,3815.0,8689.0,6606.0,2427.0,2535.0,2899.0,4218.0,1763.0,2123.0,5027.0,7705.0,6451.0
6542.0,4935.0,4174.0,608.0,2906.0,5141.0,6484.0,4.999999999999999e+31,7303.0,2402.0,3892.0,4347.0,8336.0,3e+60,5554.0,1609.0,4161.0,1236.0,990000000.0,1.0000000000000001e+58,6245.0,7220.0,1136.0,1536.0,3052.0,1045.0,6e+33,3329.0,5900000.0,7031.0,1486.0,3e+21,2258.0,4421.0,8299.0,9587.0,5803.0,6723.0,1983.0,4390.0,929.0,8583.0,4340.0,5697.0,8000.0,2668.0,4062.0,2048.0,1432.0,5177.0
3.9999999999999996e+36,1070.0,8376.0,9481.0,7377.0,4641.0,8e+20,1275.0,4700.0,7823.0,2533.0,1740.0,9048.0,865.0,9782.0,1043.0,5091.0,7597.0,8553.0,3695.0,1066.0,3641.0,5500000.0,1122.0,7421.0,6624.0,6487.0,2846.0,8240.0,551.0,9942.0,7724.0,6898.0,4769.0,4961.0,1333.0,9412.0,6800000000.0,1328.0,4337.0,4442.0,2445.0,2253.0,23000000.0,6292.0,8926.0,3174.0,5867.0,8538.0,7945.0
5943.0,6121.0,410000.0,2739.0,2725.0,4e+97,1810.0,2713.0,7442.0,9223.0,5236.0,9341.0,240000000.0,9450.0,7884.0,7175.0,9580.0,5701.0,7704.0,1255.0,1615.0,4167.0,7740.0,2808.0,1334.0,900.0,7289.0,6128.0,4310.0,7341.0,9997.0,7052.0,2300.0,730.0,8912.0,7850.0,5386.0,3333.0,5711.0,2163.0,1101.0,9842.0,1e+61,5405.0,2031.0,1660.0,8539.0,1339.0,5498.0,1760.0
98.0,43000.0,4873.0,8139.0,8728.0,4223.0,7284.0,8178.0,3520.0,2701.0,8779.0,731.0,6089.0,5917.0,5902.0,8264.0,5796.0,9818.0,9487.0,8e+80,5466.0,5032.0,6945.0,3233.0,5924.0,4481.0,3662.0,9186.0,5741.0,2969.0,1160.0,3804.0,6132.0,8000000000.0,1256.0,1731.0,5395.0,1873.0,5966.0,563.0,642.0,9095.0,7572.0,5174.0,5906.0,3e+56,2279.0,7024.0,7.0000000000000005e+99,6625.0
9299.0,2666.0,4791.0,6251.0,6039.0,7776.0,5000000000.0,2083.0,1765.0,8514.0,5179.0,9516.0,8088.0,9885.0,6037.0,1581.0,5052.0,9260.0,2591.0,1996.0,6600000.0,603.0,4221.0,3367.0,21000.0,2903.0,620000000.0,3456.0,5482.0,3705.0,3919.0,2226.0,7894.0,4731.0,8654.0,5336.0,6000.0,7438.0,7757.0,8561.0,7787.0,9189.0,3325.0,6372.0,6843.0,5396.0,8118.0,7193.0,9452.0,9214.0
290000000.0,1620.0,5563.0,1327.0,913.0,3.9999999999999996e+92,5517.0,5788.0,4850.0,5600000.0,3033.0,6195.0,6835.0,9833.0,5250.0,9262.0,8352.0,65000.0,1654.0,1948.0,6506.0,3431.0,3200.0,7205.0,4077.0,3422.0,4323.0,7690.0,8e+18,2169.0,2386.0,9463.0,6261.0,4165.0,7611.0,756.0,4994.0,7269.0,5277.0,8353.0,3900000.0,6754.0,9300.0,2059.0,5486.0,7068.0,4e+71,9897.0,8290.0,2527.0
4523.0,7116.0,7603.0,3845.0,350000000.0,5507.0,8135.0,4461.0,2.9999999999999997e+37,4783.0,8388.0,6259.0,4141.0,1675.0,3239.0,1175.0,1262.0,8e+32,4936.0,8128.0,7101.0,3759.0,2268.0,9466.0,2341.0,3650.0,2e+82,1776.0,820.0,8784.0,9239.0,4176.0,7058.0,7774.0,3360.0,3445.0,9195.0,5960.0,34000000000.0,476.0,1053.0,8298.0,8e+82,7763.0,1e+20,8247.0,58.0,2617.0,5529.0,5977.0
3479.0,35000.0,6e+26,758.0,2680.0,6654.0,4665.0,8821.0,9e+97,400000000000.0,7381.0,5825.0,3267.0,1811.0,7615.0,5855.0,2443.0,6008.0,2822.0,6939.0,3958.0,5146.0,2300000.0,5657.0,1321.0,1692.0,9888.0,9.000000000000001e+96,8496.0,9013.0,3123.0,7798.0,1629.0,4.0000000000000003e+59,3e+39,3283.0,5560.0,6427.0,1e+21,3754.0,6827.0,5794.0,1914.0,5962.0,8e+35,8064.0,9218.0,1360.0,6603.0,7634.0
7482.0,6334.0,4534.0,4e+86,8279.0,1572.0,6490.0,3902.0,6701.0,9.000000000000001e+28,9940.0,1383.0,8287.0,750.0,6389.0,2994.0,1075.0,7343.0,1769.0,7391.0,7669.0,7721.0,8055.0,9924.0,5094.0,5715.0,9376.0,5408.0,1767.0,9160.0,7418.0,3003.0,5e+29,1442.0,8239.0,7842.0,3026.0,8345.0,2700.0,3125.0,6720.0,7727.0,3195.0,6106.0,2216.0,6.0000000000000004e+97,5.000000000000001e+27,8641.0,7844.0,912.0
4435.0,1902.0,90000000000.0,8842.0,6163.0,2139.0,4400000.0,6461.0,3490.0,5744.0,1456.0,7848.0,4849.0,3.9999999999999995e+25,771.0,1285.0,2761.0,8952.0,3049.0,1663.0,3559.0,2e+50,6983.0,8831.0,9553.0,9231.0,8793.0,4700000.0,5762.0,9399.0,2622.0,795.0,6117.0,8318.0,4986.0,5509.0,620.0,7189.0,4423.0,31000000.0,7570.0,4500.0,9589.0,504.0,8594.0,9255.0,4296.0,9609.0,6806.0,1188.0
9269.0,2876.0,9832.0,9693.0,510000.0,1406.0,7814.0,6226.0,5807.0,8673.0,4300.0,9e+30,473.0,462.0,6095.0,8530.0,5e+76,5634.0,6371.0,566.0,444.0,5376.0,7053.0,7387.0,6415.0,439.0,8449.0,5278.0,6107.0,8589.0,98000.0,4309.0,512.0,59000.0,1195.0,564.0,5501.0,3e+23,2933.0,459.0,1017.0,3425.0,1739.0,1168.0,4672.0,5555.0,6532.0,494.0,542.0,8663.0
9644.0,7255.0,541.0,3447.0,7595.0,471.0,575.0,8e+39,6328.0,560000.0,9198.0,7916.0,3317.0,9555.0,5194.0,780000000.0,493.0,627.0,1366.0,8405.0,8433.0,8786.0,2420.0,8173.0,869.0,499.0,9547.0,3510.0,8283.0,7522.0,506.0,8901.0,6661.0,9919.0,544.0,5000000000.0,4149.0,7385.0,7473.0,4405.0,8200000000.0,624.0,1911.0,1325.0,6602.0,4650.0,9817.0,7027.0,628.0,3001.0
800000.0,5898.0,4322.0,3933.0,2020.0,8733.0,1145.0,6265.0,1651.0,2007.0,8356.0,6870.0,5487.0,3e+94,500.0,5290.0,4725.0,7770.0,7593.0,4402.0,4206.0,1192.0,7554.0,4548.0,896.0,480000.0,9142.0,414.0,5939.0,1700.0,1e+96,1903.0,7378.0,3157.0,484.0,6324.0,220.0,1749.0,5004.0,9e+40,1e+89,630.0,508.0,5888.0,2320.0,5230.0,2113.0,930.0,8631.0,2708.0
9706.0,6937.0,7737.0,9359.0,1102.0,5795.0,2288.0,2558.0,6781.0,1602.0,5631.0,6055.0,1568.0,7944.0,1e+86,9395.0,7646.0,8456.0,4314.0,4357.0,2675.0,2185.0,8094.0,7725.0,4632.0,9735.0,7573.0,9201.0,9415.0,7943.0,9098.0,6948.0,2997.0,7648.0,7022.0,9797.0,9571.0,3318.0,9892.0,9790.0,5761.0,530000000.0,4945.0,4593.0,500000000.0,5997.0,8445.0,2000000000000000.0,8229.0,460000000.0
5064.0,3e+82,4585.0,907.0,2213.0,401.0,5176.0,6e+83,9331.0,2604.0,4181.0,8271.0,3638.0,390.0,1458.0,1604.0,2210.0,7412.0,7784.0,8985.0,4742.0,9759.0,370000.0,3654.0,9358.0,6386.0,4374.0,9528.0,417.0,4680.0,9177.0,5100.0,9e+36,7647.0,1476.0,2218.0,6428.0,7897.0,9163.0,9e+51,4e+64,8679.0,3464.0,7596.0,4629.0,3715.0,9187.0,70.0,4571.0,6228.0
6211.0,3682.0,9491.0,7736.0,2858.0,5400000000.0,5e+75,2401.0,4960.0,2415.0,5779.0,3238.0,9674.0,23000.0,1317.0,8625.0,22000.0,5222.0,4610.0,4345.0,30000000.0,1009.0,1759.0,8131.0,6546.0,2219.0,5100.0,9956.0,1783.0,8351.0,7600000000.0,7585.0,1551.0,2609.0,8915.0,6200000.0,2529.0,3164.0,3208.0,9024.0,6174.0,2065.0,7939.0,6611.0,3688.0,6e+48,820000000.0,4679.0,9562.0,9965.0
5289.0,3865.0,601.0,9122.0,2651.0,2.9999999999999997e+47,2321.0,6.999999999999999e+30,1464.0,4600.0,800000000.0,2691.0,9.000000000000001e+94,5653.0,1818.0,9973.0,8192.0,9e+39,7476.0,4146.0,5790.0,3061.0,9e+95,1401.0,2915.0,430.0,2240.0,4623.0,778.0,6471.0,9630.0,310.0,918.0,4480.0,2004.0,1479.0,1436.0,965.0,2465.0,3.9999999999999996e+83,4511.0,6709.0,864.0,9123.0,9914.0,9805.0,7339.0,992.0,7e+72,6196.0
5014.0,9029.0,4.0000000000000004e+65,1030.0,1284.0,6011.0,9519.0,620.0,861.0,6312.0,1713.0,427.0,1850.0,8310.0,5900000000.0,1324.0,7089.0,6981.0,8685.0,3e+30,3828.0,5690.0,1516.0,6968.0,4530.0,3930.0,8659.0,8.999999999999999e+25,8919.0,1096.0,5358.0,1919.0,4247.0,7623.0,380000.0,7664.0,7374.0,1450.0,6159.0,3200000.0,200000.0,9921.0,4729.0,7976.0,880000.0,7221.0,1544.0,8321.0,1289.0,4993.0
1123.0,1773.0,4e+23,4635.0,1e+23,33.0,1371.0,2332.0,7456.0,8729.0,2787.0,3457.0,8892.0,5805.0,9585.0,905.0,9570.0,80000.0,3721.0,6567.0,7541.0,8061.0,4358.0,3708.0,3990.0,2992.0,4194.0,5645.0,400000.0,6396.0,31.0,3836.0,7435.0,3995.0,6167.0,4000000000.0,1338.0,2118.0,9e+17,4713.0,8300000.0,3327.0,2982.0,8000000000000.0,7499.0,9520.0,6000.0,4105.0,7208.0,9068.0
3757.0,1158.0,8694.0,9049.0,7126.0,1900000000.0,2310.0,8004.0,3449.0,6906.0,5706.0,6026.0,7835.0,1e+73,3e+81,2333.0,8475.0,1000.0,7618.0,7940.0,3e+62,1203.0,2370.0,943.0,5392.0,6890.0,2929.0,2045.0,2551.0,4354.0,8148.0,2148.0,974.0,8266.0,9610.0,5716.0,7338.0,9178.0,8757.0,9560.0,5636.0,802.0,9582.0,5130.0,3918.0,6864.0,6850.0,1938.0,6531.0,3556.0
7150.0,655.0,3645.0,5912.0,953.0,7726.0,3776.0,2e+43,8105.0,4351.0,3307.0,7481.0,7761.0,3977.0,1439.0,1955.0,6168.0,8620.0,1220.0,3384.0,8581.0,7392.0,2900000.0,5841.0,6278.0,3136.0,4470.0,310000000.0,5433.0,5293.0,1780.0,9936.0,7213.0,14000000.0,50000.0,9167.0,3.0000000000000003e+27,9063.0,8207.0,5056.0,2119.0,7900.0,9209.0,2e+55,6733.0,5660.0,8357.0,3611.0,7393.0,84000.0
2885.0,2525.0,22000000.0,1440.0,5362.0,5445.0,5899.0,6671.0,8564.0,1972.0,6881.0,8375.0,6480.0,4920.0,9825.0,2696.0,1290.0,934.0,2765.0,4490.0,7612.0,5641.0,5681.0,3347.0,4400.0,8292.0,570.0,8731.0,8084.0,6051.0,7800.0,6e+17,550000.0,2235.0,6390.0,1837.0,6250.0,9271.0,9719.0,600.0,7672.0,8500.0,900000000.0,90000.0,6376.0,7299.0,140.0,4054.0,390000000.0,3187.0
5982.0,2126.0,526.0,4673.0,6755.0,2414.0,3e+67,60000000000.0,8897.0,1939.0,32.0,33.0,36.0,23.0,34.0,25.0,35.0,32.0,33.0,22.0,29.0,23.0,27.0,37.0,28.0,24.0,30.0,29.0,26.0,24.0,37.0,36.0,29.0,27.0,23.0,25.0,39.0,27.0,31.0,31.0,36.0,20.0,29.0,39.0,32.0,33.0,29.0,26.0,24.0,20.0
20.0,36.0,22.0,38.0,24.0,39.0,31.0,39.0,37.0,25.0,29.0,25.0,39.0,38.0,38.0,36.0,26.0,36.0,23.0,37.0,26.0,29.0,26.0,29.0,27.0,32.0,20.0,34.0,36.0,30.0,32.0,31.0,28.0,33.0,35.0,35.0,32.0,32.0,20.0,31.0,21.0,39.0,25.0,27.0,28.0,29.0,27.0,33.0,20.0,34.0
22.0,24.0,21.0,20.0,30.0,32.0,23.0,20.0,34.0,33.0,29.0,34.0,26.0,39.0,34.0,22.0,27.0,29.0,26.0,24.0,28.0,29.0,20.0,32.0,20.0,38.0,24.0,35.0,35.0,29.0,24.0,33.0,34.0,21.0,27.0,31.0,34.0,23.0,28.0,20.0,28.0,25.0,34.0,24.0,33.0,34.0,28.0,34.0,38.0,29.0
24.0,30.0,20.0,31.0,39.0,30.0,32.0,25.0,26.0,33.0,36.0,20.0,31.0,30.0,27.0,30.0,37.0,23.0,26.0,35.0,25.0,38.0,29.0,25.0,21.0,38.0,23.0,32.0,34.0,21.0,34.0,29.0,32.0,22.0,35.0,22.0,28.0,35.0,38.0,25.0,39.0,29.0,30.0,21.0,23.0,31.0,28.0,20.0,35.0,20.0
33.0,25.0,31.0,34.0,30.0,23.0,34.0,20.0,25.0,35.0,31.0,35.0,28.0,23.0,36.0,28.0,35.0,28.0,38.0,31.0,26.0,23.0,36.0,29.0,34.0,20.0,36.0,30.0,30.0,33.0,25.0,26.0,21.0,38.0,39.0,30.0,26.0,34.0,37.0,28.0,33.0,22.0,29.0,21.0,29.0,36.0,39.0,21.0,31.0,27.0
27.0,36.0,32.0,39.0,34.0,35.0,32.0,31.0,34.0,25.0,24.0,20.0,27.0,29.0,21.0,29.0,32.0,39.0,25.0,28.0,20.0,38.0,26.0,25.0,23.0,20.0,29.0,37.0,37.0,31.0,35.0,31.0,24.0,31.0,37.0,38.0,27.0,35.0,33.0,25.0,28.0,34.0,38.0,23.0,23.0,21.0,36.0,28.0,21.0,29.0
28.0,35.0,29.0,29.0,23.0,27.0,27.0,28.0,36.0,27.0,38.0,25.0,20.0,26.0,39.0,30.0,22.0,29.0,24.0,33.0,26.0,32.0,25.0,38.0,33.0,35.0,37.0,24.0,35.0,33.0,27.0,25.0,21.0,31.0,35.0,27.0,33.0,22.0,29.0,29.0,28.0,23.0,22.0,32.0,30.0,20.0,21.0,28.0,34.0,33.0
27.0,38.0,27.0,32.0,20.0,22.0,20.0,29.0,36.0,29.0,25.0,20.0,23.0,28.0,24.0,29.0,20.0,28.0,22.0,22.0,36.0,29.0,39.0,31.0,27.0,21.0,32.0,20.0,23.0,32.0,33.0,36.0,29.0,28.0,33.0,29.0,27.0,37.0,28.0,28.0,25.0,21.0,38.0,35.0,29.0,22.0,26.0,25.0,25.0,39.0
35.0,23.0,23.0,29.0,24.0,23.0,38.0,37.0,34.0,32.0,26.0,34.0,30.0,23.0,36.0,36.0,22.0,27.0,37.0,21.0,25.0,35.0,32.0,39.0,25.0,25.0,21.0,39.0,30.0,34.0,39.0,38.0,36.0,26.0,36.0,29.0,24.0,24.0,38.0,38.0,21.0,30.0,39.0,28.0,25.0,32.0,38.0,29.0,33.0,39.0
35.0,24.0,22.0,24.0,33.0,35.0,33.0,26.0,37.0,31.0,34.0,20.0,39.0,34.0,27.0,35.0,38.0,33.0,30.0,35.0,29.0,31.0,31.0,29.0,29.0,27.0,33.0,37.0,21.0,28.0,23.0,29.0,30.0,21.0,28.0,38.0,30.0,21.0,37.0,27.0,22.0,28.0,39.0,25.0,36.0,20.0,39.0,31.0,28.0,29.0
27.0,29.0,21.0,36.0,31.0,21.0,26.0,25.0,29.0,27.0,29.0,23.0,30.0,32.0,32.0,36.0,30.0,24.0,25.0,23.0,29.0,29.0,30.0,32.0,33.0,31.0,20.0,37.0,29.0,29.0,37.0,34.0,31.0,32.0,26.0,26.0,37.0,32.0,25.0,31.0,33.0,36.0,26.0,20.0,30.0,24.0,34.0,28.0,31.0,21.0
20.0,38.0,35.0,25.0,22.0,30.0,29.0,24.0,36.0,31.0,25.0,36.0,34.0,31.0,29.0,38.0,24.0,23.0,23.0,33.0,34.0,28.0,36.0,22.0,34.0,38.0,23.0,21.0,35.0,38.0,28.0,27.0,31.0,29.0,37.0,37.0,20.0,24.0,23.0,27.0,24.0,37.0,24.0,22.0,29.0,37.0,35.0,26.0,24.0,25.0
33.0,21.0,35.0,24.0,24.0,35.0,30.0,33.0,28.0,35.0,29.0,23.0,32.0,29.0,29.0,26.0,31.0,34.0,36.0,24.0,34.0,29.0,22.0,38.0,31.0,28.0,23.0,33.0,23.0,26.0,37.0,35.0,38.0,31.0,24.0,27.0,31.0,35.0,33.0,33.0,27.0,21.0,39.0,22.0,31.0,34.0,30.0,21.0,32.0,25.0
30.0,29.0,28.0,31.0,28.0,29.0,27.0,21.0,30.0,37.0,36.0,27.0,39.0,24.0,20.0,37.0,29.0,24.0,34.0,20.0,36.0,21.0,37.0,39.0,24.0,24.0,21.0,39.0,26.0,38.0,39.0,23.0,29.0,39.0,38.0,27.0,25.0,36.0,22.0,39.0,29.0,32.0,36.0,36.0,35.0,27.0,30.0,20.0,24.0,31.0
29.0,22.0,27.0,32.0,24.0,34.0,29.0,33.0,37.0,31.0,25.0,25.0,20.0,24.0,20.0,29.0,23.0,36.0,35.0,35.0,33.0,33.0,39.0,20.0,20.0,37.0,25.0,22.0,32.0,22.0,22.0,36.0,37.0,33.0,37.0,36.0,24.0,28.0,31.0,38.0,29.0,24.0,27.0,27.0,29.0,29.0,22.0,20.0,35.0,27.0
33.0,34.0,24.0,31.0,31.0,29.0,39.0,34.0,27.0,33.0,28.0,28.0,21.0,34.0,33.0,24.0,23.0,29.0,22.0,24.0,33.0,34.0,26.0,35.0,30.0,39.0,37.0,32.0,21.0,37.0,20.0,37.0,26.0,32.0,23.0,26.0,33.0,25.0,20.0,37.0,28.0,29.0,29.0,33.0,21.0,29.0,39.0,22.0,33.0,29.0
20.0,35.0,31.0,37.0,23.0,39.0,31.0,32.0,29.0,26.0,23.0,28.0,27.0,21.0,21.0,20.0,26.0,22.0,32.0,38.0,29.0,36.0,38.0,28.0,20.0,28.0,38.0,35.0,22.0,32.0,24.0,26.0,34.0,39.0,33.0,27.0,29.0,34.0,36.0,33.0,25.0,26.0,20.0,33.0,27.0,21.0,31.0,22.0,34.0,29.0
