customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,No,Yes,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31
5755.8,0.0,390.85,0.0,308.25,0.0,442.6,0.0,70.75,0.0,3626.1,0.0,2566.3,1.0,2624.25,0.0,2962.0,0.0,1146.65,1.0,7882.5,0.0,4378.9,0.0,4052.4,1.0,4874.7,1.0,4140.1,1.0,8165.1,0.0,563.05,0.0,4191.45,0.0,1857.75,1.0,113.1,0.0,235.8,0.0,3974.7,1.0,931.55,0.0,4048.95,0.0,957.1,0.0
521.8,0.0,5430.65,0.0,1626.4,0.0,3058.15,0.0,829.1,0.0,1916.2,0.0,5356.45,0.0,6590.8,0.0,438.9,0.0,2960.1,0.0,135.0,0.0,653.9,0.0,4630.2,0.0,5867.0,1.0,2510.2,1.0,1374.9,0.0,1845.9,0.0,3930.55,0.0,317.75,1.0,2072.75,0.0,743.05,0.0,1837.9,0.0,3168.75,0.0,365.55,0.0,252.0,0.0
5960.5,0.0,6283.3,0.0,1540.35,0.0,667.7,0.0,3894.4,0.0,837.5,0.0,1534.05,0.0,4542.35,0.0,1052.35,0.0,3600.65,0.0,1013.2,0.0,1820.45,0.0,25.25,1.0,1401.4,0.0,25.05,1.0,3147.5,0.0,3678.3,0.0,2068.55,0.0,8071.05,0.0,1028.9,0.0,84.2,0.0,1005.7,0.0,5029.05,0.0,299.05,0.0,1126.75,0.0
402.6,0.0,6069.25,0.0,48.45,0.0,840.1,1.0,558.8,0.0,1776.45,0.0,1544.05,0.0,2169.8,0.0,2921.75,0.0,162.45,0.0,1095.3,0.0,1555.65,0.0,6886.25,0.0,1493.75,0.0,214.4,0.0,3825.85,1.0,293.85,1.0,1359.45,1.0,2157.95,0.0,4263.45,0.0,713.0,0.0,1323.7,0.0,2985.25,0.0,3942.45,0.0,105.5,0.0
1292.2,0.0,25.8,1.0,7285.7,0.0,2874.45,1.0,3435.6,0.0,629.35,0.0,6687.85,0.0,20.25,0.0,20.45,0.0,2970.8,1.0,54.65,0.0,4479.2,0.0,8543.25,0.0,5682.25,0.0,69.25,1.0,4025.6,0.0,1504.05,0.0,1818.9,0.0,95.0,0.0,154.85,1.0,4653.85,0.0,4433.3,0.0,1060.6,0.0,67.55,0.0,4874.8,1.0
5000.2,0.0,4335.2,0.0,1312.45,0.0,338.9,0.0,3437.45,0.0,4613.95,0.0,576.95,0.0,364.55,0.0,1278.8,0.0,5212.65,1.0,902.25,0.0,2157.5,0.0,622.9,1.0,5625.55,1.0,713.75,0.0,715.0,0.0,321.75,1.0,74.45,1.0,3704.15,0.0,1596.6,1.0,3348.1,0.0,5509.3,1.0,6743.55,0.0,741.7,0.0,6287.3,0.0
2679.7,0.0,1090.65,0.0,1270.25,0.0,1400.55,0.0,225.65,0.0,3952.45,0.0,7422.1,0.0,179.35,0.0,82.3,0.0,3562.5,0.0,2898.95,0.0,6224.8,0.0,5327.25,0.0,56.35,0.0,7534.65,0.0,528.45,1.0,4738.3,0.0,141.1,0.0,76.65,0.0,197.7,0.0,1537.85,0.0,3409.1,0.0,19.3,0.0,4575.35,0.0,4798.4,0.0
1882.55,0.0,262.05,0.0,723.35,0.0,4122.65,0.0,296.1,0.0,1125.6,0.0,918.6,1.0,1446.8,0.0,1529.65,0.0,7238.6,1.0,679.85,1.0,330.25,0.0,1108.8,0.0,319.85,0.0,1401.15,0.0,7332.4,0.0,6668.05,0.0,1809.35,1.0,639.45,0.0,321.05,0.0,993.15,0.0,154.65,0.0,1832.4,0.0,3877.65,0.0,382.2,0.0
70.85,1.0,4323.35,0.0,4135.0,0.0,44.2,0.0,75.5,0.0,2122.05,1.0,1077.05,0.0,62.25,0.0,2310.2,1.0,2550.9,1.0,4442.75,0.0,1372.45,0.0,689.0,0.0,302.45,0.0,1871.15,0.0,1396.25,0.0,531.55,0.0,7984.15,0.0,328.95,0.0,5958.85,0.0,578.5,0.0,4138.9,0.0,564.65,0.0,35.55,0.0,2168.9,0.0
4517.25,0.0,1250.1,0.0,3442.8,0.0,1461.15,0.0,955.15,0.0,4483.95,0.0,7581.5,0.0,265.3,0.0,414.1,0.0,345.9,0.0,7039.45,0.0,7222.75,0.0,2088.75,0.0,392.65,0.0,1592.35,0.0,6605.55,0.0,2067.0,1.0,259.8,0.0,39.25,0.0,1359.0,0.0,4096.9,0.0,1111.2,0.0,723.4,0.0,865.55,1.0,425.9,0.0
5639.05,0.0,4922.4,0.0,385.9,0.0,31.55,0.0,4237.5,0.0,2754.45,1.0,45.7,0.0,4872.2,0.0,5278.15,0.0,1509.8,0.0,113.5,0.0,343.45,0.0,1056.95,0.0,5673.7,0.0,3527.3,0.0,5794.45,0.0,730.1,0.0,1376.5,0.0,8349.45,0.0,7987.6,1.0,201.95,0.0,4860.85,0.0,4713.4,0.0,4226.7,0.0,1346.3,1.0
7689.95,1.0,1799.3,0.0,247.25,0.0,5294.6,1.0,242.0,0.0,19.55,0.0,544.55,0.0,118.25,1.0,1011.8,0.0,160.85,0.0,5538.8,1.0,2606.35,0.0,5299.65,0.0,1029.8,0.0,875.55,0.0,718.1,0.0,3527.6,0.0,788.8,0.0,2369.3,0.0,4122.9,0.0,4107.25,0.0,5812.6,1.0,1623.4,0.0,526.7,0.0,1463.5,1.0
1230.25,0.0,432.25,0.0,5060.9,0.0,244.8,0.0,497.3,0.0,4298.45,0.0,6700.05,0.0,5290.45,0.0,1296.15,0.0,3183.4,0.0,196.35,0.0,70.8,0.0,677.05,0.0,89.55,0.0,19.65,0.0,1641.8,0.0,5011.15,0.0,2312.55,0.0,98.5,0.0,2337.45,0.0,7007.6,0.0,1285.8,0.0,2036.55,0.0,1758.9,0.0,5824.75,0.0
140.4,0.0,874.8,0.0,3975.9,1.0,953.65,0.0,344.2,1.0,20.1,0.0,5264.3,1.0,137.6,0.0,492.55,0.0,6690.75,1.0,136.75,0.0,19.05,0.0,572.85,1.0,6703.5,0.0,5116.6,0.0,962.25,0.0,4317.35,0.0,24.8,0.0,3342.0,0.0,825.7,0.0,1815.65,0.0,5886.85,0.0,2917.65,1.0,19.55,0.0,70.85,0.0
5333.35,0.0,6479.4,1.0,4663.4,0.0,414.95,0.0,229.6,0.0,2868.05,0.0,1266.35,0.0,7993.3,0.0,1327.15,0.0,139.75,0.0,1493.55,0.0,876.15,0.0,646.05,0.0,780.25,0.0,27.55,0.0,1397.3,0.0,7726.35,0.0,391.7,0.0,7035.6,1.0,5953.0,0.0,69.9,0.0,6480.9,0.0,19.85,0.0,20.15,0.0,505.45,0.0
85.05,1.0,1443.65,0.0,5935.1,0.0,1267.0,0.0,1587.55,1.0,472.65,0.0,82.85,1.0,1740.8,1.0,4421.95,0.0,69.75,0.0,1442.65,0.0,69.1,0.0,743.5,0.0,59.75,0.0,4261.2,0.0,5040.2,0.0,601.25,1.0,494.05,0.0,7611.55,0.0,7234.8,0.0,5515.45,0.0,1313.55,0.0,428.45,0.0,223.15,0.0,2264.5,0.0
4504.55,1.0,5971.25,0.0,4859.25,0.0,2455.05,0.0,1083.0,0.0,19.25,0.0,3723.65,0.0,20.35,0.0,836.35,0.0,711.15,0.0,1802.15,0.0,2998.0,1.0,808.95,0.0,6780.1,0.0,1424.95,1.0,1348.9,0.0,3092.65,0.0,3801.7,0.0,1978.65,0.0,834.15,0.0,3471.1,0.0,70.65,0.0,3804.4,0.0,2106.05,1.0,605.25,0.0
1756.2,1.0,6145.2,0.0,407.05,0.0,1389.85,0.0,7266.95,0.0,19.85,0.0,4164.4,0.0,2198.9,0.0,3090.05,0.0,475.25,0.0,4475.9,0.0,75.6,0.0,169.8,0.0,5811.8,0.0,7156.2,0.0,1309.0,0.0,2708.2,0.0,19.75,0.0,74.95,0.0,321.4,0.0,7932.5,1.0,3023.55,0.0,7337.55,0.0,1463.45,0.0,1263.05,1.0
5168.1,0.0,1672.35,0.0,5869.4,0.0,1139.2,0.0,3686.05,0.0,2423.4,0.0,990.3,0.0,2509.25,0.0,3491.55,0.0,383.65,0.0,69.25,0.0,1347.15,0.0,857.2,0.0,5597.65,0.0,3233.6,0.0,3778.85,0.0,2462.55,0.0,19.65,0.0,1135.7,0.0,520.0,0.0,294.45,1.0,695.75,1.0,690.5,0.0,415.95,0.0,4513.65,0.0
1255.1,0.0,1067.15,0.0,939.8,0.0,3948.45,0.0,244.85,0.0,267.35,0.0,1067.65,0.0,5450.7,0.0,202.25,0.0,4964.7,0.0,1901.05,0.0,4304.0,1.0,233.55,0.0,663.55,0.0,3846.75,0.0,745.3,0.0,184.05,0.0,400.0,0.0,1218.25,1.0,160.05,0.0,114.7,0.0,6637.9,0.0,5341.8,0.0,1570.7,0.0,7396.15,0.0
209.9,0.0,1035.5,0.0,1266.1,1.0,389.25,0.0,1759.55,0.0,20.1,0.0,1538.6,0.0,1025.05,0.0,292.4,0.0,2169.4,0.0,1229.1,0.0,114.1,0.0,303.7,1.0,3186.65,1.0,86.05,0.0,2857.6,1.0,195.3,0.0,768.45,1.0,655.9,0.0,5283.95,0.0,2780.6,0.0,5662.25,0.0,3958.2,0.0,6581.9,1.0,5129.3,0.0
4758.8,0.0,1375.15,1.0,860.85,0.0,599.25,0.0,526.95,1.0,2200.7,0.0,332.65,0.0,372.45,1.0,3011.65,1.0,79.9,0.0,7962.2,0.0,1482.3,0.0,741.0,0.0,7379.8,1.0,6152.4,0.0,1685.9,0.0,1636.95,0.0,1240.8,0.0,1648.45,1.0,3842.6,0.0,564.4,0.0,149.55,1.0,6841.3,0.0,1024.65,0.0,2187.15,0.0
3344.1,1.0,2249.95,0.0,4079.55,1.0,913.3,0.0,959.9,0.0,7767.25,0.0,220.6,0.0,5832.0,1.0,1380.1,0.0,5149.5,0.0,757.1,1.0,6944.5,0.0,370.5,0.0,189.95,0.0,1342.15,0.0,24.25,0.0,5762.95,0.0,7323.15,0.0,3119.9,0.0,190.25,0.0,83.3,0.0,812.4,0.0,2839.95,0.0,834.1,0.0,6603.0,0.0
128.6,0.0,324.8,0.0,5731.85,0.0,1029.35,0.0,6654.1,0.0,20.05,0.0,8220.4,0.0,1957.1,0.0,1374.35,0.0,688.5,0.0,68.8,0.0,349.8,0.0,483.3,0.0,4858.7,0.0,683.25,0.0,5437.1,1.0,678.75,0.0,7344.45,0.0,70.3,1.0,4408.45,0.0,0.0,1133.7,0.0,2283.3,1.0,740.8,0.0,424.45,1.0,1536.75
0.0,1430.05,0.0,164.85,0.0,1248.9,0.0,147.55,0.0,130.55,0.0,289.1,1.0,1588.75,0.0,818.45,0.0,95.85,0.0,3670.5,1.0,1224.05,0.0,487.05,0.0,1565.7,0.0,264.8,0.0,1272.05,0.0,712.25,0.0,334.65,1.0,5969.85,0.0,445.3,0.0,1087.45,0.0,1360.25,0.0,579.4,0.0,49.9,0.0,52.0,0.0,6077.75
1.0,515.75,0.0,5706.2,0.0,89.3,1.0,3181.8,1.0,2619.15,0.0,19.0,0.0,5669.5,0.0,824.75,0.0,5731.4,0.0,260.9,0.0,1072.6,0.0,2603.1,0.0,454.05,0.0,856.35,0.0,653.15,0.0,459.6,0.0,357.15,0.0,7031.3,0.0,7968.85,0.0,69.15,0.0,5464.65,0.0,6225.4,0.0,80.0,0.0,58.15,0.0,1058.25
0.0,4092.85,0.0,1949.4,0.0,7548.6,0.0,75.1,0.0,2066.0,0.0,49.9,0.0,89.1,0.0,4627.8,0.0,1037.75,0.0,208.45,0.0,4144.8,0.0,1258.15,0.0,581.7,1.0,1068.85,0.0,60.65,0.0,1548.65,1.0,6936.85,0.0,4520.15,0.0,49.95,0.0,3512.5,0.0,3972.25,0.0,490.55,0.0,43.8,0.0,8404.9,1.0,2815.25
1.0,2659.4,0.0,2936.25,0.0,4631.7,0.0,8477.7,0.0,702.05,0.0,5445.95,0.0,4616.1,0.0,20.2,0.0,220.8,0.0,25.7,1.0,573.05,0.0,5186.0,0.0,81.0,0.0,6145.85,0.0,3371.0,0.0,912.0,0.0,1095.65,0.0,1462.6,0.0,703.55,0.0,608.8,0.0,4189.7,0.0,4990.25,0.0,2070.75,0.0,2961.4,0.0,553.0
0.0,49.9,0.0,1096.65,0.0,266.6,0.0,62.05,0.0,6066.55,1.0,1927.3,0.0,4977.2,0.0,6994.6,0.0,224.85,0.0,6375.2,0.0,3205.6,0.0,2585.95,0.0,3211.9,0.0,1087.25,0.0,869.9,0.0,7723.9,0.0,1663.5,0.0,4895.1,0.0,468.35,0.0,344.5,0.0,220.35,0.0,226.2,0.0,1127.2,1.0,333.55,0.0,773.65
0.0,6333.4,1.0,6392.85,0.0,412.1,0.0,1132.75,0.0,5598.0,0.0,1028.75,0.0,220.65,0.0,7511.9,1.0,655.85,0.0,593.45,0.0,1637.3,1.0,60.1,0.0,1384.75,0.0,900.5,0.0,6822.15,1.0,141.5,0.0,4839.15,1.0,4242.35,0.0,1379.6,0.0,2636.05,0.0,531.15,0.0,160.8,0.0,2497.2,1.0,1506.4,0.0,4983.05
0.0,524.35,0.0,338.1,0.0,4200.25,1.0,45.15,0.0,137.6,0.0,143.35,0.0,1614.9,0.0,3834.4,0.0,19.55,0.0,1445.3,0.0,502.6,1.0,832.05,0.0,5685.8,0.0,1899.65,1.0,554.25,0.0,85.0,0.0,709.5,0.0,202.15,0.0,398.55,0.0,1789.65,1.0,207.35,1.0,70.25,0.0,98.35,0.0,3217.65,1.0,6424.7
0.0,3124.5,0.0,7002.95,0.0,1110.05,0.0,1752.55,1.0,450.9,1.0,5348.65,1.0,49.65,0.0,3629.2,0.0,19.2,0.0,3810.55,0.0,1291.35,0.0,1208.35,0.0,5336.35,0.0,244.65,0.0,7930.55,0.0,202.25,0.0,481.1,0.0,1652.1,0.0,3756.4,0.0,492.0,0.0,849.9,0.0,2564.3,0.0,893.0,0.0,6856.95,0.0,947.75
0.0,3970.4,0.0,1143.8,0.0,1286.05,1.0,6521.9,0.0,727.8,0.0,301.55,0.0,3638.25,0.0,3169.55,0.0,1108.0,0.0,751.65,1.0,1618.2,0.0,4126.35,1.0,2348.45,0.0,948.9,0.0,4614.55,0.0,2553.7,0.0,1068.15,0.0,4273.45,0.0,477.7,1.0,19.3,0.0,6110.2,0.0,19.45,0.0,82.7,0.0,6081.4,1.0,411.45
0.0,1815.3,0.0,2665.0,1.0,362.2,0.0,5121.75,0.0,3309.25,1.0,300.7,0.0,152.6,0.0,35.25,0.0,6567.9,0.0,780.2,0.0,75.35,0.0,449.75,0.0,4564.9,1.0,3561.15,0.0,1938.9,1.0,791.15,0.0,40.25,0.0,746.75,0.0,460.2,0.0,79.55,0.0,369.6,1.0,147.75,0.0,1269.1,0.0,2516.2,0.0,1697.7
0.0,411.75,0.0,3062.45,1.0,25.2,1.0,1247.75,0.0,2745.2,1.0,6562.9,0.0,682.1,0.0,38.45,0.0,8333.95,1.0,187.35,0.0,5498.8,0.0,2289.9,0.0,261.3,0.0,125.95,0.0,1496.9,1.0,48.6,0.0,867.1,0.0,38.15,0.0,654.5,0.0,221.7,0.0,4911.05,0.0,2000.2,0.0,1336.65,0.0,5737.6,0.0,134.75
0.0,3527.0,0.0,29.15,0.0,2383.6,0.0,1709.15,0.0,69.55,0.0,1653.85,0.0,6078.75,0.0,1311.6,0.0,5411.65,0.0,4882.8,0.0,74.2,1.0,2610.65,0.0,439.75,0.0,4214.25,0.0,854.8,0.0,949.85,0.0,1416.2,0.0,7852.4,0.0,5071.05,0.0,272.35,0.0,1961.6,1.0,50.15,0.0,70.15,1.0,355.1,0.0,487.75
0.0,178.7,0.0,1514.85,0.0,1427.55,0.0,1277.5,0.0,70.0,0.0,2939.8,0.0,91.45,1.0,1057.0,0.0,1637.4,1.0,4689.15,0.0,2680.15,0.0,74.6,0.0,4187.75,1.0,402.85,0.0,834.2,0.0,4526.85,0.0,866.45,0.0,617.35,0.0,242.8,0.0,617.85,0.0,6143.15,1.0,7099.0,1.0,1951.0,1.0,1907.85,0.0,43.95
0.0,5817.45,0.0,914.6,0.0,2224.5,0.0,5082.8,0.0,2001.5,0.0,1558.65,0.0,19.5,0.0,688.65,1.0,579.0,0.0,2937.65,0.0,70.5,0.0,360.35,0.0,1111.65,0.0,333.65,0.0,2877.05,0.0,96.1,0.0,2743.45,1.0,582.5,0.0,1841.2,0.0,1502.25,0.0,61.15,0.0,1794.8,0.0,422.7,0.0,6683.4,0.0,5305.05
0.0,3270.25,1.0,620.55,0.0,20.15,0.0,4952.95,0.0,2409.9,0.0,7279.35,0.0,7015.9,0.0,90.1,0.0,44.0,0.0,1335.2,0.0,5032.25,0.0,6441.85,0.0,184.4,0.0,1192.3,0.0,2090.25,0.0,1441.95,0.0,4016.3,0.0,1021.55,0.0,45.3,0.0,20.4,0.0,415.9,0.0,1101.85,1.0,1448.6,0.0,797.1,0.0,6468.6
0.0,3808.2,0.0,256.6,0.0,46.0,1.0,73.0,1.0,256.25,1.0,164.5,0.0,514.75,0.0,7674.55,0.0,702.0,0.0,779.25,0.0,964.9,1.0,1873.7,0.0,1893.95,1.0,157.65,0.0,3545.05,1.0,501.35,0.0,6474.45,1.0,6332.75,0.0,6333.8,0.0,4903.2,0.0,20.5,0.0,6710.5,0.0,81.95,0.0,201.7,0.0,1292.65
0.0,600.0,0.0,1131.2,1.0,84.3,0.0,4674.4,0.0,141.6,0.0,970.45,0.0,81.05,0.0,6296.75,0.0,348.8,0.0,74.6,0.0,1301.7,0.0,523.15,0.0,1601.5,0.0,2203.1,0.0,1253.9,0.0,2076.2,0.0,6871.7,0.0,107.6,0.0,2496.7,1.0,168.2,0.0,3624.3,0.0,3036.75,0.0,4946.05,0.0,308.1,0.0,1801.1
0.0,1477.65,0.0,5324.5,0.0,2548.65,0.0,4847.35,0.0,8100.55,0.0,370.25,0.0,55.7,0.0,1884.65,1.0,35.9,0.0,1654.85,0.0,4847.05,0.0,5329.55,1.0,204.7,1.0,2838.55,1.0,7322.5,0.0,6827.5,1.0,1808.7,0.0,324.6,0.0,805.2,0.0,2080.1,0.0,6953.4,0.0,902.0,0.0,503.6,1.0,1835.3,1.0,1728.2
0.0,1391.65,0.0,185.55,0.0,1556.85,0.0,1153.25,0.0,232.55,0.0,4911.35,0.0,533.05,1.0,418.4,0.0,4133.95,1.0,151.75,0.0,25.4,0.0,20.25,0.0,318.6,0.0,45.6,0.0,2698.35,0.0,1588.25,0.0,697.65,0.0,1178.75,0.0,6148.45,0.0,5730.15,0.0,1561.5,0.0,2217.15,1.0,275.9,0.0,1654.75,0.0,350.3
0.0,4144.9,0.0,50.75,0.0,3008.15,0.0,3121.1,1.0,1405.3,0.0,106.85,0.0,151.3,0.0,21.1,0.0,1129.1,0.0,1767.35,0.0,536.35,0.0,8312.4,0.0,835.5,0.0,1380.4,0.0,609.65,1.0,4194.85,0.0,5917.55,0.0,1077.5,0.0,3688.6,0.0,420.45,0.0,45.65,0.0,2983.65,0.0,263.65,0.0,1682.4,0.0,261.25
0.0,1733.15,0.0,5431.9,1.0,1463.7,0.0,1192.7,0.0,562.6,0.0,1422.05,0.0,2635.0,0.0,3754.6,0.0,1111.85,0.0,1505.15,0.0,989.45,0.0,95.55,0.0,3566.7,0.0,2395.05,0.0,406.05,0.0,4822.85,0.0,6786.1,0.0,1888.25,0.0,674.55,0.0,7521.95,1.0,6293.45,1.0,4681.75,0.0,1490.4,0.0,1062.1,0.0,1303.25
0.0,119.5,0.0,1718.95,1.0,293.3,0.0,1043.4,0.0,1885.15,0.0,1742.75,0.0,1269.55,0.0,3126.85,0.0,6921.7,0.0,3580.95,0.0,3349.1,0.0,8033.1,0.0,6388.65,0.0,1011.05,1.0,4045.65,0.0,3656.25,1.0,5330.2,0.0,84.85,0.0,2003.6,0.0,1928.7,0.0,5125.75,1.0,546.95,1.0,50.8,0.0,354.05,0.0,3371.75
1.0,1331.05,0.0,886.4,0.0,1077.95,0.0,2070.05,0.0,5581.05,0.0,25.25,0.0,5560.0,0.0,1246.4,0.0,791.7,0.0,438.4,0.0,19.4,0.0,8297.5,0.0,289.3,0.0,6579.05,0.0,6110.75,0.0,1956.4,0.0,1079.45,0.0,162.15,0.0,1233.25,0.0,883.35,0.0,55.2,0.0,132.25,0.0,792.15,0.0,5753.25,0.0,7362.9
