Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40
191397.0,3.0,4.0,10872.0,2015.0,1.6,259533.0,2.0,4.0,7009.0,2015.0,4.1,197249.0,3.0,1.0,10255.0,2007.0,3.8,272609.0,4.0,5.0,6547.0,2013.0,1.1,294516.0,4.0,1.0,3209.0,2001.0,2.9,258813.0,4.0,5.0,2123.0,2014.0,4.1,17100.0,5.0,5.0,13558.0,2017.0,4.6,197307.0,3.0,1.0,9853.0,2007.0,4.2,129851.0,3.0
4.0,9302.0,2011.0,1.8,261247.0,3.0,4.0,3975.0,2016.0,2.5,121855.0,5.0,5.0,10962.0,2011.0,2.6,107928.0,4.0,2.0,7841.0,2011.0,4.7,203960.0,5.0,3.0,9520.0,2009.0,3.0,17260.0,5.0,5.0,11454.0,2022.0,3.8,275109.0,2.0,5.0,10997.0,2016.0,2.8,203314.0,3.0,3.0,8633.0,2014.0,2.8,190214.0,5.0,2.0,9795.0
2013.0,5.0,188195.0,5.0,3.0,12736.0,2010.0,2.0,228204.0,3.0,4.0,5535.0,2001.0,2.3,66264.0,2.0,1.0,5374.0,2022.0,4.5,162696.0,4.0,2.0,13946.0,2005.0,2.2,191462.0,2.0,4.0,3970.0,2001.0,4.0,8958.0,5.0,1.0,8220.0,2012.0,2.6,11213.0,5.0,5.0,11075.0,2003.0,3.8,236022.0,3.0,2.0,6079.0,2019.0,3.9
13333.0,5.0,1.0,14433.0,2023.0,4.6,274137.0,2.0,3.0,12117.0,2010.0,3.4,8662.0,4.0,3.0,10326.0,2018.0,2.3,99243.0,3.0,3.0,11815.0,2013.0,3.5,167809.0,2.0,3.0,9143.0,2018.0,3.0,180938.0,4.0,3.0,9881.0,2018.0,4.0,66347.0,3.0,2.0,12173.0,2007.0,1.4,279031.0,5.0,3.0,2019.0,2013.0,2.8,63430.0,4.0
5.0,9531.0,2014.0,2.1,191744.0,5.0,1.0,6565.0,2023.0,3.9,58107.0,3.0,2.0,14737.0,2002.0,4.5,86763.0,2.0,5.0,7464.0,2020.0,3.8,257521.0,3.0,3.0,10249.0,2013.0,4.0,213052.0,4.0,4.0,7738.0,2017.0,1.9,117943.0,2.0,4.0,8741.0,2008.0,4.5,178837.0,3.0,4.0,9423.0,2002.0,3.9,281616.0,2.0,3.0,2967.0
2013.0,1.4,131485.0,3.0,5.0,8270.0,2013.0,3.9,21399.0,5.0,3.0,13472.0,2020.0,3.7,148489.0,3.0,5.0,10830.0,2017.0,3.1,189399.0,5.0,4.0,10512.0,2008.0,3.5,179107.0,2.0,3.0,6417.0,2015.0,4.7,220366.0,5.0,1.0,8892.0,2020.0,4.7,132200.0,2.0,1.0,12156.0,2009.0,1.8,151249.0,4.0,1.0,7075.0,2009.0,2.0
184695.0,5.0,1.0,5106.0,2001.0,4.1,32602.0,3.0,4.0,9347.0,2013.0,3.2,253611.0,2.0,4.0,8127.0,2020.0,4.3,187223.0,5.0,3.0,11655.0,2004.0,3.0,232438.0,3.0,3.0,4651.0,2019.0,4.7,114139.0,5.0,4.0,12217.0,2004.0,1.3,79437.0,4.0,4.0,8511.0,2019.0,2.2,127801.0,5.0,5.0,9443.0,2002.0,1.5,23115.0,2.0
1.0,7237.0,2010.0,3.9,26930.0,3.0,3.0,11961.0,2021.0,2.1,289967.0,4.0,3.0,6700.0,2001.0,3.2,42064.0,2.0,3.0,6758.0,2018.0,3.5,233614.0,4.0,2.0,10327.0,2023.0,4.1,67072.0,4.0,3.0,17258.0,2017.0,2.5,256380.0,2.0,1.0,8572.0,2010.0,1.9,159546.0,2.0,4.0,5809.0,2014.0,3.8,5877.0,5.0,5.0,13982.0
2002.0,4.9,33244.0,2.0,2.0,11435.0,2013.0,4.8,206381.0,4.0,4.0,8672.0,2016.0,4.0,175833.0,3.0,5.0,10883.0,2005.0,3.6,157073.0,2.0,1.0,6058.0,2015.0,2.9,131766.0,2.0,3.0,12364.0,2001.0,2.2,18630.0,3.0,5.0,6227.0,2015.0,2.1,54522.0,3.0,5.0,11109.0,2013.0,1.4,231290.0,3.0,3.0,6774.0,2000.0,3.7
166776.0,2.0,2.0,6464.0,2002.0,4.0,16302.0,5.0,2.0,8373.0,2015.0,2.9,252824.0,3.0,1.0,7443.0,2007.0,1.2,269614.0,3.0,4.0,4507.0,2000.0,2.8,264697.0,2.0,5.0,3606.0,2014.0,4.0,287926.0,5.0,2.0,6541.0,2001.0,1.8,43196.0,5.0,2.0,6836.0,2001.0,4.5,279971.0,3.0,1.0,3300.0,2009.0,1.0,286745.0,2.0
5.0,2065.0,2011.0,2.3,885.0,3.0,2.0,11682.0,2013.0,3.5,93273.0,2.0,4.0,10634.0,2004.0,3.7,110947.0,3.0,2.0,6781.0,2018.0,1.2,166808.0,5.0,2.0,7363.0,2022.0,3.8,186035.0,4.0,3.0,12279.0,2005.0,1.0,68819.0,2.0,3.0,6223.0,2018.0,3.7,157181.0,5.0,2.0,10056.0,2007.0,3.9,97350.0,3.0,3.0,8153.0
2016.0,3.5,271497.0,5.0,4.0,6970.0,2013.0,4.3,225452.0,4.0,5.0,9790.0,2010.0,3.8,51040.0,5.0,2.0,11379.0,2012.0,4.2,7544.0,2.0,5.0,13749.0,2009.0,2.6,264411.0,3.0,1.0,5111.0,2012.0,4.3,153919.0,5.0,2.0,8921.0,2010.0,1.7,115344.0,2.0,5.0,6493.0,2009.0,2.9,106781.0,3.0,2.0,7564.0,2011.0,1.0
279545.0,2.0,3.0,2809.0,2020.0,1.7,11757.0,3.0,1.0,11564.0,2014.0,2.4,230787.0,3.0,1.0,6084.0,2020.0,3.7,216478.0,2.0,1.0,11970.0,2003.0,2.6,134567.0,5.0,2.0,4908.0,2006.0,4.5,162852.0,2.0,3.0,9142.0,2023.0,3.9,112480.0,2.0,2.0,13650.0,2017.0,1.9,60780.0,2.0,1.0,13384.0,2012.0,3.2,21520.0,4.0
4.0,11969.0,2017.0,2.1,199006.0,3.0,3.0,8819.0,2006.0,2.0,11585.0,5.0,4.0,10168.0,2009.0,2.8,79962.0,3.0,2.0,10000.0,2014.0,3.9,95537.0,4.0,2.0,13789.0,2021.0,4.3,229873.0,4.0,2.0,10102.0,2006.0,1.3,195129.0,4.0,5.0,4297.0,2011.0,4.0,136926.0,5.0,1.0,11161.0,2003.0,3.2,85005.0,3.0,1.0,6499.0
2017.0,2.7,172248.0,3.0,2.0,11955.0,2017.0,4.3,179528.0,2.0,5.0,11409.0,2014.0,2.3,1752.0,4.0,2.0,12564.0,2008.0,3.2,25557.0,5.0,4.0,11188.0,2007.0,3.9,211162.0,5.0,5.0,8376.0,2014.0,4.0,182364.0,5.0,5.0,10152.0,2010.0,1.6,112946.0,2.0,5.0,7941.0,2009.0,2.1,122067.0,4.0,4.0,7958.0,2008.0,3.5
296747.0,3.0,1.0,6065.0,2018.0,2.8,23722.0,5.0,5.0,11825.0,2000.0,1.8,161487.0,3.0,5.0,2670.0,2009.0,4.1,99562.0,5.0,2.0,10408.0,2018.0,1.9,107386.0,5.0,4.0,11252.0,2021.0,4.0,32991.0,5.0,3.0,15240.0,2017.0,1.7,156940.0,4.0,2.0,7761.0,2007.0,2.2,87444.0,4.0,4.0,6651.0,2009.0,1.4,232049.0,3.0
2.0,3559.0,2009.0,1.2,114668.0,2.0,4.0,8206.0,2017.0,4.8,297176.0,4.0,2.0,10056.0,2011.0,4.1,138965.0,4.0,4.0,9720.0,2006.0,4.4,251894.0,2.0,4.0,6762.0,2006.0,2.8,174551.0,4.0,5.0,5208.0,2011.0,3.0,260151.0,5.0,1.0,6696.0,2006.0,2.8,253372.0,2.0,4.0,3632.0,2010.0,1.9,99563.0,3.0,5.0,8008.0
2014.0,3.9,267949.0,3.0,2.0,10341.0,2010.0,4.6,79663.0,5.0,5.0,10106.0,2013.0,3.5,85640.0,3.0,4.0,13287.0,2001.0,4.4,1937.0,4.0,4.0,11261.0,2014.0,3.2,253316.0,3.0,5.0,7933.0,2007.0,3.2,203452.0,2.0,4.0,5330.0,2022.0,4.2,181600.0,3.0,3.0,13268.0,2002.0,2.9,296864.0,4.0,2.0,2000.0,2014.0,1.4
262641.0,4.0,1.0,5447.0,2023.0,4.7,222000.0,3.0,3.0,14760.0,2006.0,4.6,98002.0,5.0,4.0,10039.0,2000.0,3.4,131933.0,4.0,1.0,5861.0,2001.0,4.6,287045.0,4.0,4.0,3259.0,2008.0,2.5,215987.0,5.0,3.0,4680.0,2009.0,2.8,201403.0,3.0,5.0,5571.0,2021.0,3.9,263073.0,4.0,3.0,9038.0,2021.0,4.4,91956.0,2.0
2.0,12960.0,2021.0,1.3,197902.0,5.0,5.0,8741.0,2006.0,1.0,107474.0,4.0,5.0,6250.0,2011.0,1.1,178039.0,3.0,1.0,6439.0,2009.0,4.0,84645.0,2.0,2.0,12607.0,2020.0,4.1,118504.0,2.0,4.0,12829.0,2009.0,2.7,217224.0,4.0,5.0,5155.0,2002.0,2.6,118041.0,3.0,4.0,6439.0,2020.0,4.3,186962.0,3.0,5.0,10660.0
2023.0,1.3,78961.0,5.0,2.0,12720.0,2010.0,1.0,296156.0,5.0,1.0,3176.0,2019.0,2.0,232074.0,3.0,5.0,8658.0,2001.0,2.3,38542.0,5.0,2.0,7929.0,2010.0,2.9,295058.0,5.0,1.0,5598.0,2013.0,2.2,262285.0,4.0,4.0,5954.0,2008.0,3.9,225838.0,5.0,3.0,7883.0,2023.0,3.0,230795.0,5.0,4.0,11884.0,2008.0,2.5
94729.0,5.0,3.0,7105.0,2022.0,3.1,282199.0,2.0,2.0,9656.0,2006.0,2.6,282423.0,5.0,5.0,4351.0,2004.0,4.0,191859.0,3.0,5.0,5462.0,2004.0,2.2,256459.0,4.0,5.0,4870.0,2021.0,2.1,74107.0,5.0,4.0,13017.0,2019.0,3.9,230974.0,5.0,3.0,9080.0,2016.0,1.7,56150.0,3.0,1.0,9477.0,2010.0,4.7,256100.0,3.0
2.0,6678.0,2006.0,2.7,9512.0,2.0,1.0,10909.0,2011.0,4.8,80241.0,2.0,3.0,12095.0,2021.0,4.7,150713.0,2.0,4.0,12085.0,2018.0,1.7,207019.0,2.0,3.0,9059.0,2023.0,3.2,163039.0,3.0,3.0,10939.0,2000.0,2.0,145101.0,3.0,5.0,3197.0,2016.0,1.4,278559.0,5.0,4.0,4728.0,2017.0,4.2,269154.0,3.0,2.0,9516.0
2010.0,2.3,62065.0,2.0,2.0,8158.0,2023.0,1.9,52679.0,5.0,3.0,11846.0,2014.0,1.0,177766.0,3.0,2.0,5744.0,2007.0,1.6,158154.0,3.0,4.0,6636.0,2021.0,1.3,52051.0,5.0,1.0,14158.0,2023.0,1.5,117049.0,2.0,5.0,10159.0,2000.0,1.8,271405.0,4.0,4.0,3971.0,2010.0,2.6,260006.0,3.0,3.0,5499.0,2012.0,1.7
234785.0,3.0,1.0,4704.0,2009.0,1.6,222076.0,5.0,4.0,7458.0,2002.0,1.8,194835.0,3.0,3.0,2603.0,2013.0,2.0,145970.0,2.0,2.0,8580.0,2011.0,1.4,30785.0,4.0,3.0,10684.0,2015.0,3.7,57196.0,3.0,1.0,11156.0,2019.0,4.0,50680.0,3.0,4.0,12786.0,2001.0,4.7,230052.0,2.0,3.0,4498.0,2019.0,4.2,273193.0,2.0
4.0,8536.0,2003.0,4.4,169451.0,2.0,2.0,7010.0,2020.0,2.2,286174.0,4.0,5.0,10076.0,2004.0,4.9,242712.0,5.0,4.0,5345.0,2014.0,3.4,227371.0,4.0,5.0,9152.0,2002.0,1.7,79442.0,4.0,2.0,4811.0,2005.0,3.2,29885.0,2.0,2.0,9702.0,2008.0,4.3,261478.0,4.0,5.0,5570.0,2010.0,1.2,170847.0,4.0,4.0,6383.0
2001.0,4.1,87221.0,5.0,4.0,8755.0,2014.0,2.9,217980.0,4.0,4.0,6840.0,2010.0,4.1,71288.0,5.0,2.0,13274.0,2016.0,4.5,91092.0,2.0,1.0,11578.0,2020.0,4.4,24913.0,3.0,3.0,14001.0,2000.0,4.2,155444.0,3.0,5.0,6191.0,2014.0,2.5,171683.0,3.0,2.0,9366.0,2015.0,4.8,295428.0,3.0,5.0,8991.0,2010.0,3.9
207380.0,2.0,5.0,8352.0,2012.0,1.5,89226.0,5.0,5.0,10915.0,2001.0,4.6,79217.0,4.0,4.0,8415.0,2010.0,3.3,297971.0,2.0,3.0,5940.0,2011.0,3.5,178950.0,2.0,3.0,7321.0,2017.0,3.4,148880.0,3.0,5.0,13122.0,2013.0,1.7,23936.0,4.0,4.0,9221.0,2002.0,2.1,68076.0,4.0,1.0,7438.0,2015.0,2.9,144743.0,2.0
3.0,10105.0,2014.0,4.4,90279.0,3.0,5.0,10894.0,2018.0,2.5,56429.0,2.0,1.0,10871.0,2014.0,2.9,1197.0,2.0,5.0,12676.0,2021.0,1.9,200177.0,2.0,2.0,9796.0,2022.0,3.0,5679.0,2.0,4.0,13586.0,2011.0,3.3,14586.0,4.0,1.0,11408.0,2001.0,3.6,202216.0,3.0,3.0,4955.0,2002.0,4.8,249673.0,5.0,1.0,4506.0
2011.0,1.7,39156.0,3.0,1.0,8316.0,2010.0,4.5,68014.0,3.0,2.0,12239.0,2008.0,2.4,126868.0,5.0,3.0,6362.0,2010.0,3.0,258632.0,4.0,5.0,6927.0,2021.0,4.3,201170.0,3.0,5.0,11676.0,2019.0,2.9,13569.0,2.0,3.0,13428.0,2020.0,2.1,191301.0,3.0,1.0,8373.0,2002.0,4.4,169424.0,3.0,3.0,5711.0,2010.0,2.9
63026.0,2.0,5.0,8739.0,2001.0,4.8,145630.0,2.0,1.0,8287.0,2003.0,3.7,44024.0,4.0,4.0,9319.0,2022.0,1.2,122902.0,2.0,3.0,11441.0,2012.0,4.0,92692.0,3.0,2.0,11846.0,2020.0,2.9,22360.0,2.0,5.0,14052.0,2018.0,3.4,53596.0,5.0,1.0,11828.0,2000.0,3.6,45737.0,5.0,1.0,8785.0,2020.0,3.0,98160.0,2.0
5.0,13636.0,2018.0,4.0,253702.0,3.0,4.0,8425.0,2006.0,1.5,94715.0,5.0,2.0,6505.0,2005.0,1.4,1841.0,2.0,2.0,6963.0,2021.0,1.6,109050.0,2.0,5.0,9819.0,2008.0,4.4,236894.0,2.0,1.0,7162.0,2016.0,4.4,256691.0,4.0,1.0,11666.0,2006.0,1.6,235768.0,5.0,2.0,3784.0,2003.0,4.4,88089.0,3.0,3.0,8638.0
2007.0,3.8,160230.0,4.0,2.0,10295.0,2000.0,1.1,233776.0,2.0,3.0,2000.0,2015.0,1.3,117006.0,3.0,5.0,8559.0,2005.0,4.7,295379.0,2.0,2.0,4392.0,2019.0,2.5,299406.0,3.0,1.0,7311.0,2011.0,1.4,182197.0,4.0,3.0,5156.0,2015.0,1.4,235687.0,2.0,2.0,7286.0,2005.0,1.6,293339.0,5.0,1.0,4833.0,2008.0,3.5
79861.0,4.0,1.0,8402.0,2020.0,1.9,288000.0,4.0,5.0,6240.0,2022.0,1.6,295898.0,3.0,1.0,7882.0,2005.0,2.5,239287.0,4.0,1.0,4314.0,2016.0,4.4,7588.0,4.0,5.0,14648.0,2002.0,3.4,152117.0,3.0,2.0,6557.0,2019.0,4.4,195296.0,5.0,4.0,10294.0,2006.0,4.4,191716.0,2.0,3.0,7965.0,2000.0,3.6,230409.0,2.0
3.0,3091.0,2014.0,1.1,106397.0,4.0,2.0,8772.0,2007.0,3.7,295514.0,2.0,4.0,5989.0,2001.0,3.1,232603.0,4.0,4.0,5347.0,2000.0,2.5,18150.0,3.0,5.0,6237.0,2000.0,1.8,222084.0,2.0,3.0,2958.0,2016.0,3.7,59160.0,5.0,2.0,11416.0,2016.0,2.3,73775.0,3.0,4.0,9724.0,2007.0,2.4,89733.0,3.0,1.0,10305.0
2002.0,2.6,11401.0,5.0,4.0,7071.0,2019.0,4.4,233465.0,2.0,1.0,9530.0,2016.0,4.3,240885.0,3.0,2.0,8382.0,2006.0,3.5,25049.0,4.0,5.0,10899.0,2003.0,2.0,110430.0,3.0,1.0,5791.0,2018.0,3.7,205909.0,3.0,2.0,11081.0,2011.0,1.4,161912.0,4.0,4.0,6561.0,2002.0,3.6,54815.0,3.0,5.0,9703.0,2019.0,3.3
128619.0,3.0,5.0,12527.0,2019.0,4.0,121403.0,5.0,2.0,12371.0,2019.0,4.2,253093.0,5.0,4.0,10938.0,2022.0,4.8,97890.0,2.0,2.0,13542.0,2016.0,1.2,157466.0,4.0,1.0,6950.0,2004.0,3.6,168226.0,4.0,4.0,5535.0,2009.0,1.2,275586.0,3.0,5.0,3988.0,2015.0,1.9,50573.0,4.0,5.0,11488.0,2006.0,2.6,219205.0,5.0
5.0,6115.0,2008.0,2.7,1708.0,5.0,2.0,12665.0,2012.0,3.6,244437.0,2.0,2.0,7911.0,2016.0,2.1,134097.0,4.0,5.0,10318.0,2010.0,1.1,98700.0,5.0,3.0,7226.0,2018.0,1.6,78445.0,4.0,4.0,10531.0,2001.0,3.6,93140.0,2.0,1.0,7137.0,2006.0,3.0,288209.0,3.0,2.0,4635.0,2009.0,4.4,282931.0,5.0,3.0,6541.0
2023.0,3.0,242006.0,5.0,1.0,11659.0,2006.0,4.6,272450.0,4.0,3.0,6051.0,2002.0,4.4,54982.0,5.0,5.0,9500.0,2003.0,1.2,53980.0,4.0,3.0,5120.0,2019.0,1.6,84291.0,4.0,4.0,10714.0,2002.0,3.1,264010.0,5.0,1.0,3519.0,2020.0,1.7,54068.0,4.0,1.0,11718.0,2002.0,4.4,253283.0,4.0,1.0,4034.0,2010.0,1.1
1666.0,4.0,3.0,9666.0,2000.0,2.8,128713.0,4.0,2.0,7825.0,2004.0,2.9,155101.0,3.0,5.0,6597.0,2002.0,3.1,153222.0,5.0,2.0,6235.0,2004.0,3.0,140269.0,4.0,1.0,7494.0,2022.0,4.6,48034.0,3.0,1.0,15839.0,2007.0,1.7,197700.0,2.0,4.0,7446.0,2020.0,1.3,130961.0,2.0,4.0,9780.0,2009.0,1.5,204370.0,4.0
4.0,6212.0,2005.0,1.9,103956.0,5.0,2.0,5420.0,2004.0,3.0,86109.0,3.0,5.0,8577.0,2011.0,1.7,264104.0,4.0,2.0,4817.0,2019.0,2.1,1068.0,2.0,1.0,13378.0,2004.0,3.1,202084.0,2.0,1.0,7858.0,2012.0,4.5,78159.0,3.0,1.0,10636.0,2012.0,2.7,188249.0,3.0,4.0,10135.0,2021.0,3.6,252284.0,5.0,4.0,8954.0
2011.0,4.8,120010.0,4.0,5.0,9799.0,2007.0,4.8,77167.0,4.0,4.0,9456.0,2021.0,3.0,226346.0,5.0,4.0,8873.0,2014.0,4.1,35164.0,3.0,3.0,13196.0,2015.0,4.3,147409.0,3.0,1.0,11951.0,2016.0,3.6,292131.0,4.0,4.0,6657.0,2016.0,1.6,285860.0,4.0,5.0,8282.0,2005.0,2.3,112828.0,3.0,2.0,7643.0,2023.0,3.5
225090.0,2.0,2.0,10998.0,2003.0,2.5,235804.0,3.0,1.0,4783.0,2007.0,4.7,18622.0,4.0,3.0,12527.0,2001.0,1.8,38814.0,4.0,5.0,7423.0,2001.0,2.3,64027.0,3.0,2.0,5419.0,2013.0,2.7,155927.0,5.0,4.0,8581.0,2000.0,3.5,181019.0,2.0,2.0,4979.0,2014.0,3.8,91618.0,4.0,4.0,10267.0,2004.0,2.6,234638.0,5.0
3.0,4207.0,2006.0,4.4,213796.0,4.0,4.0,8524.0,2008.0,4.5,242378.0,4.0,3.0,8152.0,2015.0,3.4,68256.0,4.0,2.0,12634.0,2012.0,4.9,4608.0,3.0,2.0,14507.0,2014.0,4.7,262198.0,4.0,2.0,11256.0,2014.0,3.7,203553.0,3.0,5.0,7928.0,2007.0,1.4,252417.0,3.0,3.0,2551.0,2010.0,3.9,42902.0,3.0,5.0,12641.0
2020.0,4.8,116761.0,2.0,3.0,14564.0,2015.0,2.7,181326.0,5.0,5.0,7673.0,2008.0,4.1,286699.0,3.0,5.0,6866.0,2013.0,3.8,149662.0,2.0,1.0,11306.0,2019.0,4.7,213300.0,4.0,1.0,10234.0,2015.0,2.0,125458.0,2.0,3.0,8090.0,2011.0,2.5,61333.0,2.0,1.0,8673.0,2009.0,3.8,103338.0,3.0,3.0,12033.0,2019.0,1.9
44978.0,4.0,4.0,14300.0,2002.0,2.5,119657.0,2.0,2.0,8306.0,2003.0,2.2,106537.0,4.0,4.0,7069.0,2005.0,2.8,228351.0,2.0,2.0,5832.0,2000.0,1.0,156258.0,4.0,1.0,2974.0,2022.0,3.6,233628.0,5.0,2.0,9627.0,2000.0,2.9,238272.0,5.0,1.0,3234.0,2023.0,2.0,280794.0,2.0,3.0,7384.0,2005.0,2.6,14058.0,5.0
4.0,7918.0,2018.0,3.3,274434.0,3.0,2.0,8311.0,2015.0,3.2,60419.0,4.0,4.0,12091.0,2021.0,5.0,98604.0,2.0,4.0,13427.0,2023.0,1.6,133425.0,5.0,5.0,11431.0,2004.0,4.2,271816.0,3.0,5.0,5063.0,2019.0,2.9,247451.0,3.0,3.0,7750.0,2014.0,4.7,85892.0,5.0,2.0,11282.0,2006.0,3.1,252610.0,2.0,3.0,5947.0
2020.0,1.3,282883.0,4.0,1.0,6742.0,2020.0,2.7,109271.0,3.0,4.0,11614.0,2018.0,2.0,119566.0,5.0,5.0,11608.0,2009.0,3.0,54105.0,3.0,2.0,8717.0,2020.0,2.4,103185.0,2.0,3.0,11436.0,2010.0,1.8,227999.0,5.0,1.0,5340.0,2000.0,1.1,141537.0,3.0,2.0,4869.0,2022.0,2.8,250524.0,5.0,5.0,9989.0,2012.0,1.7
